"product_id","product_name","category","total_quantity_sold","total_revenue","profit_margin"
291,"Product 0291","Electronics",486,310311.00,48.77
15,"Product 0015","Home & Kitchen",416,116400.96,40.72
226,"Product 0226","Sports & Outdoors",437,161515.20,30.17
210,"Product 0210","Office Supplies",445,31323.55,39.72
48,"Product 0048","Electronics",420,261240.00,45.34
447,"Product 0447","Electronics",436,300796.40,33.66
298,"Product 0298","Sports & Outdoors",443,69294.06,39.37
81,"Product 0081","Electronics",403,32453.59,52.71
61,"Product 0061","Home & Kitchen",418,91583.80,53.21
244,"Product 0244","Sports & Outdoors",420,134794.80,54.30
468,"Product 0468","Home & Kitchen",434,177857.54,42.26
251,"Product 0251","Sports & Outdoors",475,283746.00,34.22
204,"Product 0204","Home & Kitchen",361,162045.68,48.91
104,"Product 0104","Office Supplies",499,7779.41,47.92
5,"Product 0005","Office Supplies",395,59885.95,28.16
171,"Product 0171","Home & Kitchen",417,172471.20,41.34
456,"Product 0456","Sports & Outdoors",456,103078.80,31.01
397,"Product 0397","Sports & Outdoors",444,219091.80,51.91
427,"Product 0427","Electronics",504,256838.40,42.25
283,"Product 0283","Home & Kitchen",441,151135.11,29.29
347,"Product 0347","Home & Kitchen",420,129200.40,47.01
179,"Product 0179","Electronics",440,39406.40,54.15
297,"Product 0297","Office Supplies",420,52311.00,32.14
321,"Product 0321","Sports & Outdoors",407,242966.79,34.14
361,"Product 0361","Office Supplies",443,77113.01,51.31
303,"Product 0303","Home & Kitchen",432,74779.20,41.25
105,"Product 0105","Sports & Outdoors",484,37171.20,46.11
402,"Product 0402","Office Supplies",446,20899.56,43.09
472,"Product 0472","Office Supplies",394,9471.76,46.17
444,"Product 0444","Electronics",474,424727.70,39.65
445,"Product 0445","Apparel",430,104275.00,51.90
233,"Product 0233","Electronics",424,288489.60,53.53
93,"Product 0093","Home & Kitchen",499,161880.59,36.45
89,"Product 0089","Electronics",495,277600.95,31.70
373,"Product 0373","Home & Kitchen",495,38511.00,54.94
252,"Product 0252","Home & Kitchen",417,207344.91,47.75
31,"Product 0031","Electronics",516,433089.12,37.85
343,"Product 0343","Electronics",438,62506.98,28.72
467,"Product 0467","Sports & Outdoors",422,148797.20,43.07
327,"Product 0327","Office Supplies",457,48400.87,46.14
253,"Product 0253","Sports & Outdoors",379,107768.65,44.48
14,"Product 0014","Home & Kitchen",394,119756.30,28.09
497,"Product 0497","Home & Kitchen",448,37779.84,46.83
109,"Product 0109","Home & Kitchen",429,14401.53,50.04
155,"Product 0155","Electronics",460,184777.40,49.64
133,"Product 0133","Electronics",445,220008.00,45.79
416,"Product 0416","Home & Kitchen",406,56616.70,50.86
195,"Product 0195","Office Supplies",457,66118.76,41.24
199,"Product 0199","Electronics",420,344160.60,42.79
372,"Product 0372","Electronics",413,26221.37,49.39
369,"Product 0369","Apparel",459,62451.54,39.97
441,"Product 0441","Office Supplies",429,30561.96,44.16
339,"Product 0339","Apparel",375,14643.75,40.05
243,"Product 0243","Apparel",426,28439.76,38.98
335,"Product 0335","Sports & Outdoors",395,160800.55,31.53
383,"Product 0383","Home & Kitchen",389,104726.58,43.28
230,"Product 0230","Electronics",422,36173.84,48.38
7,"Product 0007","Sports & Outdoors",437,81172.75,30.37
301,"Product 0301","Apparel",451,76836.87,43.21
254,"Product 0254","Home & Kitchen",424,184172.88,52.66
377,"Product 0377","Home & Kitchen",443,142362.48,29.02
78,"Product 0078","Home & Kitchen",433,131199.00,51.51
159,"Product 0159","Sports & Outdoors",439,203652.10,38.18
432,"Product 0432","Electronics",447,77693.07,35.05
250,"Product 0250","Apparel",460,13432.00,53.39
20,"Product 0020","Sports & Outdoors",416,115785.28,41.44
319,"Product 0319","Apparel",455,14664.65,41.64
1,"Product 0001","Electronics",491,164534.10,45.05
76,"Product 0076","Office Supplies",461,46796.11,28.89
106,"Product 0106","Office Supplies",377,45752.72,48.34
178,"Product 0178","Sports & Outdoors",376,189951.44,47.17
129,"Product 0129","Office Supplies",485,12896.15,54.91
203,"Product 0203","Home & Kitchen",466,160117.60,32.90
8,"Product 0008","Electronics",469,263456.06,47.32
455,"Product 0455","Sports & Outdoors",473,190898.07,28.70
346,"Product 0346","Apparel",462,57117.06,49.48
370,"Product 0370","Electronics",411,38046.27,33.03
71,"Product 0071","Office Supplies",490,47579.00,40.07
267,"Product 0267","Sports & Outdoors",447,141444.21,33.28
68,"Product 0068","Apparel",409,44221.08,40.48
448,"Product 0448","Office Supplies",408,26136.48,43.57
146,"Product 0146","Electronics",400,326904.00,28.25
80,"Product 0080","Apparel",438,78660.42,38.79
396,"Product 0396","Apparel",466,22820.02,54.40
162,"Product 0162","Apparel",451,15131.05,51.33
132,"Product 0132","Sports & Outdoors",329,6277.32,39.83
322,"Product 0322","Apparel",488,105891.12,30.18
389,"Product 0389","Electronics",404,318016.68,31.29
330,"Product 0330","Apparel",402,27774.18,42.25
237,"Product 0237","Home & Kitchen",439,81487.18,52.98
262,"Product 0262","Office Supplies",459,57489.75,29.92
451,"Product 0451","Electronics",468,220311.00,34.55
323,"Product 0323","Apparel",428,5876.44,34.38
337,"Product 0337","Home & Kitchen",339,140640.93,43.32
348,"Product 0348","Apparel",399,20225.31,31.35
114,"Product 0114","Sports & Outdoors",513,118800.54,37.71
60,"Product 0060","Home & Kitchen",438,136095.36,35.31
399,"Product 0399","Sports & Outdoors",396,208969.20,42.40
238,"Product 0238","Sports & Outdoors",420,156920.40,33.37
112,"Product 0112","Office Supplies",458,65979.48,50.77
268,"Product 0268","Home & Kitchen",480,218188.80,37.60
289,"Product 0289","Home & Kitchen",444,80745.84,41.80
65,"Product 0065","Sports & Outdoors",376,130174.96,28.75
124,"Product 0124","Electronics",397,138922.21,47.36
452,"Product 0452","Electronics",420,211570.80,42.44
98,"Product 0098","Electronics",424,297270.64,54.85
200,"Product 0200","Home & Kitchen",382,59733.34,43.29
490,"Product 0490","Office Supplies",406,69397.58,46.79
235,"Product 0235","Home & Kitchen",418,100445.40,42.76
82,"Product 0082","Office Supplies",513,66089.79,44.67
119,"Product 0119","Sports & Outdoors",414,110297.88,30.20
286,"Product 0286","Home & Kitchen",343,136843.28,41.34
306,"Product 0306","Apparel",400,12532.00,44.78
376,"Product 0376","Apparel",473,104674.90,35.45
147,"Product 0147","Electronics",388,70550.04,35.92
480,"Product 0480","Office Supplies",416,64367.68,39.46
338,"Product 0338","Apparel",482,87319.12,49.45
202,"Product 0202","Sports & Outdoors",441,235044.18,41.77
358,"Product 0358","Electronics",471,82858.32,51.53
412,"Product 0412","Apparel",429,65135.07,30.41
79,"Product 0079","Office Supplies",442,34900.32,45.07
26,"Product 0026","Home & Kitchen",378,166588.38,53.97
72,"Product 0072","Home & Kitchen",386,16590.28,49.65
77,"Product 0077","Electronics",368,32936.00,28.55
232,"Product 0232","Office Supplies",407,66841.61,51.26
131,"Product 0131","Sports & Outdoors",485,124611.05,36.39
17,"Product 0017","Home & Kitchen",493,239632.51,44.39
198,"Product 0198","Electronics",366,116161.08,46.59
310,"Product 0310","Home & Kitchen",407,43646.68,35.73
212,"Product 0212","Home & Kitchen",499,161561.23,50.21
37,"Product 0037","Office Supplies",424,50973.28,41.86
28,"Product 0028","Office Supplies",377,23343.84,39.60
404,"Product 0404","Home & Kitchen",542,71636.14,30.25
353,"Product 0353","Apparel",405,80198.10,37.22
489,"Product 0489","Electronics",418,284118.78,49.31
225,"Product 0225","Apparel",411,11832.69,30.36
83,"Product 0083","Apparel",427,33062.61,47.95
333,"Product 0333","Electronics",441,262646.37,40.96
63,"Product 0063","Home & Kitchen",447,132517.62,38.36
395,"Product 0395","Sports & Outdoors",421,143678.88,52.84
45,"Product 0045","Sports & Outdoors",414,83764.62,33.10
174,"Product 0174","Office Supplies",396,54358.92,49.97
216,"Product 0216","Apparel",406,9894.22,52.52
295,"Product 0295","Electronics",389,138075.55,38.87
213,"Product 0213","Home & Kitchen",463,183348.00,53.99
134,"Product 0134","Home & Kitchen",365,26907.80,39.60
274,"Product 0274","Home & Kitchen",401,114898.53,50.63
163,"Product 0163","Electronics",471,235311.60,49.74
223,"Product 0223","Home & Kitchen",380,145251.20,43.41
352,"Product 0352","Apparel",547,33963.23,31.45
36,"Product 0036","Office Supplies",497,23229.78,31.51
221,"Product 0221","Office Supplies",421,4003.71,32.49
362,"Product 0362","Home & Kitchen",466,139040.42,38.10
102,"Product 0102","Electronics",510,99246.00,37.69
430,"Product 0430","Electronics",410,125304.20,35.75
158,"Product 0158","Office Supplies",458,17202.48,47.90
460,"Product 0460","Apparel",443,55352.85,28.24
499,"Product 0499","Sports & Outdoors",418,232010.90,41.15
265,"Product 0265","Apparel",414,80651.34,51.44
111,"Product 0111","Office Supplies",448,32385.92,49.90
459,"Product 0459","Home & Kitchen",461,219214.72,54.45
16,"Product 0016","Sports & Outdoors",449,81327.37,44.51
207,"Product 0207","Electronics",405,229618.80,43.64
62,"Product 0062","Apparel",427,85165.15,51.85
123,"Product 0123","Office Supplies",406,43673.42,45.32
326,"Product 0326","Sports & Outdoors",470,232302.20,41.50
385,"Product 0385","Apparel",458,32939.36,40.57
371,"Product 0371","Apparel",391,81973.15,50.65
492,"Product 0492","Home & Kitchen",413,184904.23,42.88
365,"Product 0365","Home & Kitchen",379,8906.50,38.77
157,"Product 0157","Electronics",442,44226.52,35.58
413,"Product 0413","Apparel",451,19731.25,32.37
308,"Product 0308","Apparel",445,58762.25,45.90
183,"Product 0183","Sports & Outdoors",469,276695.93,44.69
100,"Product 0100","Sports & Outdoors",487,92120.92,51.85
313,"Product 0313","Sports & Outdoors",389,66024.97,31.21
150,"Product 0150","Office Supplies",396,27126.00,43.37
140,"Product 0140","Home & Kitchen",406,169634.92,36.14
137,"Product 0137","Home & Kitchen",355,48280.00,38.74
248,"Product 0248","Apparel",455,64086.75,37.27
421,"Product 0421","Electronics",469,158733.05,47.03
208,"Product 0208","Electronics",473,290663.23,36.94
24,"Product 0024","Electronics",487,93231.28,48.92
392,"Product 0392","Office Supplies",462,2148.30,40.65
191,"Product 0191","Electronics",395,275121.45,42.99
429,"Product 0429","Electronics",449,275923.97,41.22
25,"Product 0025","Apparel",432,72675.36,54.25
141,"Product 0141","Apparel",442,69340.96,28.51
94,"Product 0094","Office Supplies",375,41917.50,45.78
122,"Product 0122","Electronics",458,193555.38,35.53
218,"Product 0218","Electronics",464,399234.88,28.98
434,"Product 0434","Apparel",489,40645.68,47.80
49,"Product 0049","Home & Kitchen",342,145979.28,53.15
211,"Product 0211","Electronics",406,267484.98,37.72
465,"Product 0465","Sports & Outdoors",407,141416.22,32.11
449,"Product 0449","Office Supplies",424,13300.88,48.33
64,"Product 0064","Home & Kitchen",435,6359.70,38.58
55,"Product 0055","Sports & Outdoors",370,160158.20,52.41
148,"Product 0148","Electronics",453,243319.89,45.30
