"customer_id","customer_name","order_count","total_revenue","avg_order_value","cancelled_orders","cancellation_rate"
354,"Customer 00354",6,7396.90,1232.82,0,0.00
355,"Customer 00355",14,17517.84,1251.27,1,7.14
356,"Customer 00356",15,13273.22,884.88,0,0.00
357,"Customer 00357",14,12143.27,867.38,0,0.00
358,"Customer 00358",11,13740.39,1249.13,0,0.00
359,"Customer 00359",8,8709.08,1088.64,0,0.00
360,"Customer 00360",5,9562.99,1912.60,0,0.00
361,"Customer 00361",10,7940.50,794.05,1,10.00
362,"Customer 00362",11,7700.48,700.04,0,0.00
363,"Customer 00363",8,15891.32,1986.42,1,12.50
364,"Customer 00364",14,13791.03,985.07,1,7.14
365,"Customer 00365",6,4904.17,817.36,0,0.00
366,"Customer 00366",9,4877.81,541.98,0,0.00
367,"Customer 00367",15,21422.03,1428.14,0,0.00
368,"Customer 00368",8,8888.17,1111.02,0,0.00
369,"Customer 00369",7,3076.57,439.51,0,0.00
370,"Customer 00370",14,11133.88,795.28,0,0.00
371,"Customer 00371",8,5445.84,680.73,1,12.50
372,"Customer 00372",13,13429.80,1033.06,1,7.69
373,"Customer 00373",7,8636.38,1233.77,0,0.00
374,"Customer 00374",15,30682.95,2045.53,1,6.67
375,"Customer 00375",13,11307.71,869.82,0,0.00
376,"Customer 00376",13,15608.40,1200.65,0,0.00
377,"Customer 00377",15,13282.91,885.53,0,0.00
378,"Customer 00378",13,9177.08,705.93,0,0.00
379,"Customer 00379",14,17600.66,1257.19,3,21.43
380,"Customer 00380",11,22009.54,2000.87,0,0.00
381,"Customer 00381",9,8317.40,924.16,1,11.11
382,"Customer 00382",8,10142.31,1267.79,0,0.00
383,"Customer 00383",9,9251.75,1027.97,0,0.00
384,"Customer 00384",9,9932.53,1103.61,1,11.11
385,"Customer 00385",18,19141.46,1063.41,1,5.56
386,"Customer 00386",7,12097.06,1728.15,2,28.57
387,"Customer 00387",17,19444.23,1143.78,0,0.00
388,"Customer 00388",6,11966.03,1994.34,1,16.67
389,"Customer 00389",4,6276.86,1569.22,0,0.00
390,"Customer 00390",14,12325.95,880.43,0,0.00
391,"Customer 00391",9,5059.13,562.13,1,11.11
392,"Customer 00392",14,12437.64,888.40,1,7.14
393,"Customer 00393",14,16171.09,1155.08,0,0.00
394,"Customer 00394",6,7083.70,1180.62,1,16.67
395,"Customer 00395",11,18765.07,1705.92,1,9.09
396,"Customer 00396",13,24162.33,1858.64,1,7.69
397,"Customer 00397",8,7920.78,990.10,0,0.00
398,"Customer 00398",7,6487.63,926.80,0,0.00
399,"Customer 00399",16,20980.74,1311.30,3,18.75
400,"Customer 00400",17,27726.25,1630.96,2,11.76
401,"Customer 00401",13,14081.43,1083.19,1,7.69
402,"Customer 00402",7,8071.58,1153.08,0,0.00
403,"Customer 00403",14,9110.71,650.77,1,7.14
404,"Customer 00404",12,15795.91,1316.33,0,0.00
405,"Customer 00405",8,5104.50,638.06,0,0.00
406,"Customer 00406",15,8878.45,591.90,1,6.67
407,"Customer 00407",18,15346.69,852.59,0,0.00
408,"Customer 00408",7,9953.10,1421.87,0,0.00
409,"Customer 00409",13,19331.63,1487.05,1,7.69
410,"Customer 00410",8,6554.80,819.35,1,12.50
411,"Customer 00411",12,10363.72,863.64,0,0.00
412,"Customer 00412",12,8095.21,674.60,0,0.00
413,"Customer 00413",12,10224.23,852.02,1,8.33
414,"Customer 00414",10,8418.84,841.88,0,0.00
415,"Customer 00415",17,14395.29,846.78,2,11.76
416,"Customer 00416",7,12504.45,1786.35,0,0.00
417,"Customer 00417",11,20779.43,1889.04,0,0.00
418,"Customer 00418",7,6344.15,906.31,1,14.29
419,"Customer 00419",11,17894.54,1626.78,0,0.00
420,"Customer 00420",11,6868.73,624.43,1,9.09
421,"Customer 00421",13,13802.03,1061.69,1,7.69
422,"Customer 00422",14,28218.66,2015.62,0,0.00
423,"Customer 00423",10,18370.59,1837.06,0,0.00
424,"Customer 00424",13,13371.76,1028.60,1,7.69
425,"Customer 00425",11,10063.15,914.83,0,0.00
426,"Customer 00426",14,16569.75,1183.55,0,0.00
427,"Customer 00427",14,13368.75,954.91,0,0.00
428,"Customer 00428",13,20923.22,1609.48,0,0.00
429,"Customer 00429",7,8445.67,1206.52,0,0.00
430,"Customer 00430",10,19091.65,1909.17,0,0.00
431,"Customer 00431",9,11159.37,1239.93,1,11.11
432,"Customer 00432",11,14939.03,1358.09,1,9.09
433,"Customer 00433",8,10052.57,1256.57,0,0.00
434,"Customer 00434",8,5400.83,675.10,0,0.00
435,"Customer 00435",7,12705.64,1815.09,0,0.00
436,"Customer 00436",11,7293.63,663.06,0,0.00
437,"Customer 00437",15,25036.28,1669.09,0,0.00
438,"Customer 00438",9,6745.12,749.46,0,0.00
439,"Customer 00439",5,11913.77,2382.75,0,0.00
440,"Customer 00440",10,6784.85,678.49,0,0.00
441,"Customer 00441",12,13313.98,1109.50,0,0.00
442,"Customer 00442",9,9690.90,1076.77,0,0.00
443,"Customer 00443",11,9987.55,907.96,0,0.00
444,"Customer 00444",3,4669.15,1556.38,0,0.00
445,"Customer 00445",13,10089.17,776.09,0,0.00
446,"Customer 00446",8,11334.48,1416.81,0,0.00
447,"Customer 00447",12,11628.69,969.06,2,16.67
448,"Customer 00448",5,13199.18,2639.84,0,0.00
449,"Customer 00449",8,10805.81,1350.73,1,12.50
450,"Customer 00450",6,4403.90,733.98,0,0.00
451,"Customer 00451",10,7545.45,754.55,1,10.00
452,"Customer 00452",10,6367.07,636.71,1,10.00
453,"Customer 00453",10,14155.10,1415.51,0,0.00
454,"Customer 00454",6,9015.50,1502.58,0,0.00
455,"Customer 00455",7,3143.62,449.09,0,0.00
456,"Customer 00456",11,15629.19,1420.84,1,9.09
457,"Customer 00457",6,12232.47,2038.75,1,16.67
458,"Customer 00458",11,12767.51,1160.68,1,9.09
459,"Customer 00459",5,8935.49,1787.10,0,0.00
460,"Customer 00460",8,9245.35,1155.67,3,37.50
461,"Customer 00461",12,21948.93,1829.08,1,8.33
462,"Customer 00462",5,8505.24,1701.05,1,20.00
463,"Customer 00463",8,6530.13,816.27,0,0.00
464,"Customer 00464",7,3915.55,559.36,0,0.00
465,"Customer 00465",16,19669.92,1229.37,0,0.00
466,"Customer 00466",9,16599.96,1844.44,1,11.11
467,"Customer 00467",11,12452.18,1132.02,1,9.09
468,"Customer 00468",9,9881.69,1097.97,0,0.00
469,"Customer 00469",11,14240.85,1294.62,1,9.09
470,"Customer 00470",8,5400.03,675.00,2,25.00
471,"Customer 00471",9,13641.09,1515.68,0,0.00
472,"Customer 00472",9,13072.09,1452.45,1,11.11
473,"Customer 00473",8,14484.71,1810.59,0,0.00
474,"Customer 00474",9,7296.70,810.74,0,0.00
475,"Customer 00475",12,12946.86,1078.91,1,8.33
476,"Customer 00476",9,5835.06,648.34,1,11.11
477,"Customer 00477",11,9430.56,857.32,2,18.18
478,"Customer 00478",10,11794.35,1179.44,1,10.00
479,"Customer 00479",9,14060.12,1562.24,2,22.22
480,"Customer 00480",17,17452.71,1026.63,2,11.76
481,"Customer 00481",7,3885.25,555.04,0,0.00
482,"Customer 00482",10,12096.91,1209.69,1,10.00
483,"Customer 00483",15,12646.08,843.07,1,6.67
484,"Customer 00484",9,9386.50,1042.94,3,33.33
485,"Customer 00485",17,13040.96,767.12,0,0.00
486,"Customer 00486",11,12222.51,1111.14,1,9.09
487,"Customer 00487",11,10605.98,964.18,1,9.09
488,"Customer 00488",11,10877.68,988.88,0,0.00
489,"Customer 00489",13,23434.65,1802.67,1,7.69
490,"Customer 00490",16,18715.57,1169.72,2,12.50
491,"Customer 00491",10,9801.21,980.12,0,0.00
492,"Customer 00492",5,4036.12,807.22,0,0.00
493,"Customer 00493",16,10590.91,661.93,2,12.50
494,"Customer 00494",11,11868.91,1078.99,1,9.09
495,"Customer 00495",5,8105.60,1621.12,0,0.00
496,"Customer 00496",4,5649.27,1412.32,1,25.00
497,"Customer 00497",15,21658.71,1443.91,0,0.00
498,"Customer 00498",10,14554.78,1455.48,0,0.00
499,"Customer 00499",13,13868.60,1066.82,1,7.69
500,"Customer 00500",7,9542.10,1363.16,1,14.29
501,"Customer 00501",3,5563.30,1854.43,0,0.00
502,"Customer 00502",7,15016.80,2145.26,2,28.57
503,"Customer 00503",8,14043.44,1755.43,2,25.00
