order_id,customer_id,warehouse_id,order_date,status
16176,2329,2,2024-01-03,Completed
9456,1561,3,2024-01-03,Completed
31692,2100,2,2024-01-03,Completed
16321,3546,2,2024-01-03,Completed
17621,1289,1,2024-01-03,Completed
10659,4449,3,2024-01-03,Completed
31346,3350,3,2024-01-03,Completed
40046,3735,1,2024-01-03,Completed
17728,4423,1,2024-01-03,Completed
45828,1097,1,2024-01-03,Completed
37045,926,3,2024-01-03,Completed
49272,1263,3,2024-01-03,Completed
22208,2761,3,2024-01-03,Completed
17106,4371,2,2024-01-03,Completed
15339,1200,2,2024-01-03,Cancelled
20006,2791,4,2024-01-03,Completed
20755,663,1,2024-01-03,Cancelled
26376,3552,3,2024-01-03,Completed
36328,3366,1,2024-01-03,Completed
49910,3537,5,2024-01-03,Completed
20751,2425,1,2024-01-03,Completed
49898,2669,1,2024-01-03,Completed
6866,2619,5,2024-01-03,Completed
26521,1678,5,2024-01-03,Completed
36050,2608,1,2024-01-03,Completed
6251,1628,1,2024-01-03,Completed
20656,3812,5,2024-01-03,Cancelled
24592,95,1,2024-01-03,Completed
26471,2874,3,2024-01-03,Completed
13004,26,1,2024-01-03,Completed
6924,2043,5,2024-01-03,Completed
3427,2904,2,2024-01-03,Cancelled
1972,3809,3,2024-01-03,Completed
44358,3160,2,2024-01-03,Completed
7302,1416,5,2024-01-03,Completed
47730,115,1,2024-01-03,Completed
1933,3554,1,2024-01-03,Completed
7092,2044,4,2024-01-03,Completed
3231,786,2,2024-01-03,Cancelled
35515,27,1,2024-01-03,Pending
26566,2985,1,2024-01-03,Completed
18474,3750,3,2024-01-03,Completed
9360,4503,5,2024-01-04,Completed
8853,3779,2,2024-01-04,Completed
418,3273,2,2024-01-04,Completed
9075,1540,4,2024-01-04,Completed
11233,609,1,2024-01-04,Completed
43905,3011,4,2024-01-04,Completed
21234,1843,5,2024-01-04,Completed
26271,1591,3,2024-01-04,Completed
14938,4809,3,2024-01-04,Completed
3706,3187,5,2024-01-04,Completed
45877,2442,2,2024-01-04,Completed
34878,1187,1,2024-01-04,Completed
44754,2478,3,2024-01-04,Completed
46204,2021,3,2024-01-04,Pending
23912,4452,2,2024-01-04,Completed
49596,3991,4,2024-01-04,Completed
18038,3458,5,2024-01-04,Completed
39046,3110,2,2024-01-04,Cancelled
12510,4068,5,2024-01-04,Completed
25836,3464,4,2024-01-04,Pending
37449,536,2,2024-01-04,Cancelled
17154,2276,2,2024-01-04,Completed
27496,1786,3,2024-01-04,Completed
29379,549,2,2024-01-04,Completed
2298,2566,5,2024-01-04,Completed
44886,1288,2,2024-01-04,Completed
22279,1918,4,2024-01-04,Completed
4887,4444,4,2024-01-04,Completed
1937,129,2,2024-01-04,Completed
23620,4712,2,2024-01-04,Completed
8695,191,3,2024-01-04,Completed
6342,3126,3,2024-01-04,Completed
10956,1169,2,2024-01-04,Completed
28262,724,1,2024-01-04,Completed
24391,2272,2,2024-01-04,Completed
10607,4267,3,2024-01-04,Completed
9790,2267,4,2024-01-04,Completed
21607,3826,2,2024-01-04,Completed
16291,3875,5,2024-01-04,Completed
48686,1910,3,2024-01-04,Completed
31684,2721,5,2024-01-04,Completed
28284,4081,5,2024-01-04,Completed
12573,730,3,2024-01-04,Completed
43748,2875,2,2024-01-04,Completed
46925,2028,2,2024-01-04,Completed
43779,2905,4,2024-01-04,Completed
24184,2756,3,2024-01-04,Completed
24952,2389,2,2024-01-04,Completed
5124,1916,4,2024-01-04,Completed
29063,451,4,2024-01-04,Completed
24887,922,5,2024-01-04,Cancelled
30279,4059,1,2024-01-04,Completed
31598,113,1,2024-01-04,Completed
11462,4187,2,2024-01-04,Completed
32434,3861,4,2024-01-04,Completed
6076,3426,4,2024-01-04,Completed
26025,1574,3,2024-01-04,Completed
38724,4870,1,2024-01-04,Completed
48526,1559,4,2024-01-04,Completed
32411,630,3,2024-01-04,Completed
38486,130,3,2024-01-04,Completed
36624,1609,3,2024-01-04,Completed
10069,1598,5,2024-01-04,Completed
5909,2965,5,2024-01-04,Completed
33291,823,2,2024-01-04,Completed
44816,256,5,2024-01-05,Completed
39665,568,3,2024-01-05,Completed
40697,3450,2,2024-01-05,Completed
25007,2473,4,2024-01-05,Completed
24609,293,1,2024-01-05,Completed
4870,1867,3,2024-01-05,Completed
466,982,5,2024-01-05,Completed
18616,4713,4,2024-01-05,Completed
22073,2324,5,2024-01-05,Completed
36550,3126,4,2024-01-05,Pending
8021,2588,4,2024-01-05,Completed
20945,1712,5,2024-01-05,Completed
32004,4485,2,2024-01-05,Completed
9941,3766,5,2024-01-05,Completed
10807,3474,1,2024-01-05,Completed
38595,4483,4,2024-01-05,Completed
18633,2842,1,2024-01-05,Completed
20090,2919,1,2024-01-05,Completed
32118,790,1,2024-01-05,Completed
11165,1325,2,2024-01-05,Completed
32689,321,3,2024-01-05,Completed
33208,491,4,2024-01-05,Completed
31918,2710,2,2024-01-05,Completed
25092,2290,3,2024-01-05,Completed
11649,1678,4,2024-01-05,Pending
24115,4942,4,2024-01-05,Completed
4067,4438,2,2024-01-05,Completed
29026,3220,3,2024-01-05,Completed
12647,568,4,2024-01-05,Completed
22219,4741,5,2024-01-05,Completed
23568,4552,3,2024-01-05,Completed
35929,4124,2,2024-01-05,Completed
24477,2291,2,2024-01-05,Completed
47133,4131,4,2024-01-05,Pending
12035,4811,1,2024-01-05,Completed
32789,4988,4,2024-01-05,Cancelled
25566,2412,3,2024-01-05,Completed
7841,4436,1,2024-01-05,Completed
21822,3351,5,2024-01-05,Completed
846,947,2,2024-01-05,Completed
22252,608,1,2024-01-05,Completed
4921,1198,3,2024-01-05,Completed
41056,1611,2,2024-01-05,Completed
47070,4805,2,2024-01-05,Completed
23491,1804,4,2024-01-05,Completed
46307,2084,5,2024-01-05,Completed
21899,4898,3,2024-01-05,Completed
684,1722,1,2024-01-05,Completed
18161,3955,5,2024-01-05,Completed
6225,1276,5,2024-01-05,Completed
3440,2308,1,2024-01-05,Completed
46783,3748,3,2024-01-05,Completed
26714,3879,1,2024-01-05,Completed
42963,2096,5,2024-01-05,Cancelled
23080,861,2,2024-01-05,Cancelled
24016,2162,3,2024-01-05,Cancelled
26724,3228,5,2024-01-05,Pending
44019,1697,2,2024-01-05,Completed
12502,4937,3,2024-01-05,Completed
4343,1628,3,2024-01-05,Completed
19690,1077,2,2024-01-05,Completed
33159,4593,4,2024-01-05,Completed
44455,828,3,2024-01-05,Completed
46829,2874,2,2024-01-05,Completed
21008,4586,3,2024-01-05,Completed
5812,677,3,2024-01-05,Completed
792,3804,2,2024-01-05,Completed
33461,1092,2,2024-01-05,Completed
33446,2879,2,2024-01-05,Completed
38377,1921,2,2024-01-05,Completed
34578,3916,5,2024-01-05,Completed
5847,2714,3,2024-01-05,Completed
17974,3969,4,2024-01-05,Completed
16000,3138,2,2024-01-05,Completed
21603,1152,1,2024-01-05,Completed
40595,2006,3,2024-01-05,Completed
16060,4958,1,2024-01-05,Completed
45441,1593,1,2024-01-05,Completed
15142,1770,5,2024-01-05,Completed
16056,4049,4,2024-01-05,Completed
21266,1996,4,2024-01-05,Completed
13714,3633,1,2024-01-05,Completed
13053,2297,5,2024-01-06,Completed
26950,4680,5,2024-01-06,Completed
5880,747,1,2024-01-06,Completed
36114,2900,3,2024-01-06,Completed
35433,2879,3,2024-01-06,Completed
21476,744,3,2024-01-06,Completed
40802,1918,5,2024-01-06,Cancelled
29723,319,4,2024-01-06,Cancelled
2911,4638,4,2024-01-06,Cancelled
40191,635,2,2024-01-06,Completed
30096,3315,1,2024-01-06,Completed
4286,3005,2,2024-01-06,Completed
39068,1817,4,2024-01-06,Completed
935,3817,1,2024-01-06,Completed
16717,2101,2,2024-01-06,Completed
7108,4938,4,2024-01-06,Completed
45692,783,2,2024-01-06,Completed
45348,1927,2,2024-01-06,Completed
13071,4158,1,2024-01-06,Completed
5819,935,3,2024-01-06,Completed
8957,2921,1,2024-01-06,Completed
36282,2296,5,2024-01-06,Completed
48784,101,4,2024-01-06,Completed
12724,2539,3,2024-01-06,Completed
38173,1154,2,2024-01-06,Cancelled
13511,151,3,2024-01-06,Cancelled
23411,4519,5,2024-01-06,Completed
1540,4603,1,2024-01-06,Completed
35236,3482,3,2024-01-06,Completed
6722,1435,3,2024-01-06,Completed
36548,4172,2,2024-01-06,Completed
9913,4589,1,2024-01-06,Completed
14614,4246,4,2024-01-06,Completed
25864,4843,2,2024-01-06,Completed
3524,1172,5,2024-01-06,Completed
48507,356,1,2024-01-06,Completed
1861,1537,2,2024-01-06,Completed
32447,510,2,2024-01-06,Completed
44697,1531,1,2024-01-06,Completed
18125,2659,4,2024-01-06,Completed
49999,1481,3,2024-01-06,Completed
46400,4315,2,2024-01-06,Completed
37350,1659,2,2024-01-06,Completed
25474,780,2,2024-01-06,Completed
15265,1929,2,2024-01-06,Completed
46092,1367,1,2024-01-06,Completed
31679,1130,3,2024-01-06,Completed
38004,1738,1,2024-01-06,Completed
10012,1287,5,2024-01-06,Completed
20015,3174,2,2024-01-06,Completed
43998,3942,3,2024-01-06,Completed
22564,3981,4,2024-01-06,Completed
40419,470,5,2024-01-06,Completed
3302,320,4,2024-01-06,Completed
22704,902,2,2024-01-06,Completed
32428,4251,1,2024-01-06,Completed
39049,2104,1,2024-01-07,Completed
46293,1511,4,2024-01-07,Completed
22491,1643,2,2024-01-07,Completed
32891,437,1,2024-01-07,Completed
28740,4430,1,2024-01-07,Completed
33284,4401,5,2024-01-07,Completed
38642,2388,2,2024-01-07,Completed
27885,4304,2,2024-01-07,Completed
43118,3605,4,2024-01-07,Completed
25152,1324,2,2024-01-07,Completed
12581,4072,5,2024-01-07,Completed
6862,3610,3,2024-01-07,Completed
48697,1308,3,2024-01-07,Pending
16361,439,4,2024-01-07,Completed
39412,477,2,2024-01-07,Completed
2594,4123,5,2024-01-07,Completed
6734,6,2,2024-01-07,Completed
16512,401,2,2024-01-07,Completed
27447,1032,4,2024-01-07,Cancelled
33742,2087,4,2024-01-07,Completed
35584,3902,2,2024-01-07,Completed
39103,3829,4,2024-01-07,Completed
33773,839,3,2024-01-07,Completed
6597,3498,1,2024-01-07,Pending
46338,2663,2,2024-01-07,Completed
46922,1087,2,2024-01-07,Completed
47953,446,1,2024-01-07,Completed
22166,1726,1,2024-01-07,Completed
4765,2025,2,2024-01-07,Completed
30971,3973,2,2024-01-07,Completed
35916,2725,3,2024-01-07,Completed
25665,2198,4,2024-01-07,Completed
47089,4221,3,2024-01-07,Completed
44191,4028,5,2024-01-07,Completed
32413,2747,1,2024-01-07,Completed
3922,24,5,2024-01-07,Completed
3325,2627,2,2024-01-07,Completed
14100,3916,2,2024-01-07,Completed
20763,3680,5,2024-01-07,Completed
11155,1547,2,2024-01-07,Completed
4450,2139,3,2024-01-07,Completed
26627,3776,2,2024-01-07,Completed
19128,4311,2,2024-01-07,Completed
1590,851,2,2024-01-07,Completed
11714,4355,2,2024-01-07,Completed
46021,3530,4,2024-01-07,Completed
6112,2774,2,2024-01-07,Completed
8774,4389,5,2024-01-07,Completed
7679,1917,1,2024-01-07,Completed
23674,966,4,2024-01-07,Completed
17280,690,2,2024-01-07,Completed
49906,176,3,2024-01-07,Completed
23771,436,2,2024-01-07,Completed
24992,3938,5,2024-01-07,Completed
36294,407,5,2024-01-07,Completed
3028,1512,1,2024-01-07,Completed
30826,2073,2,2024-01-07,Completed
3599,742,5,2024-01-07,Completed
13678,33,5,2024-01-07,Cancelled
37574,1481,4,2024-01-07,Completed
47069,1875,4,2024-01-07,Completed
23951,982,4,2024-01-07,Completed
34838,3938,1,2024-01-07,Completed
30205,2277,2,2024-01-07,Completed
40051,817,1,2024-01-07,Completed
7739,4267,5,2024-01-07,Completed
2959,4617,3,2024-01-08,Completed
48028,4264,5,2024-01-08,Completed
21061,3034,4,2024-01-08,Completed
11288,4817,4,2024-01-08,Completed
39067,1779,5,2024-01-08,Completed
27788,3518,4,2024-01-08,Completed
45195,1208,4,2024-01-08,Completed
22326,1473,2,2024-01-08,Completed
16257,1428,3,2024-01-08,Completed
16202,2981,5,2024-01-08,Completed
21596,2691,2,2024-01-08,Completed
38062,1132,4,2024-01-08,Completed
48746,2646,2,2024-01-08,Completed
45056,4760,1,2024-01-08,Completed
6315,3408,2,2024-01-08,Completed
21030,693,3,2024-01-08,Completed
36072,2619,5,2024-01-08,Completed
2551,404,1,2024-01-08,Completed
31821,2837,2,2024-01-08,Completed
6670,784,3,2024-01-08,Completed
25990,4065,2,2024-01-08,Completed
23741,4376,4,2024-01-08,Completed
5674,429,3,2024-01-08,Completed
36298,216,2,2024-01-08,Completed
12838,3847,1,2024-01-08,Completed
4861,2472,1,2024-01-08,Completed
44926,37,1,2024-01-08,Completed
34329,1836,3,2024-01-08,Cancelled
44146,4976,2,2024-01-08,Completed
5579,3216,1,2024-01-08,Pending
14920,4952,1,2024-01-08,Completed
6226,1781,4,2024-01-08,Completed
24341,3814,5,2024-01-08,Completed
18647,4207,4,2024-01-08,Completed
20982,4462,2,2024-01-08,Completed
42076,4703,2,2024-01-08,Completed
27234,2559,2,2024-01-08,Completed
37754,2923,1,2024-01-08,Completed
31263,1829,5,2024-01-08,Cancelled
3471,1475,3,2024-01-08,Completed
35168,3381,1,2024-01-08,Cancelled
1375,4377,5,2024-01-08,Completed
24121,2519,2,2024-01-08,Completed
46336,1534,5,2024-01-08,Completed
47081,2510,1,2024-01-08,Completed
42087,3101,2,2024-01-08,Completed
2073,2857,2,2024-01-08,Completed
31301,3973,3,2024-01-08,Completed
23413,2314,5,2024-01-08,Completed
13177,3034,5,2024-01-08,Completed
22097,3234,1,2024-01-08,Completed
10855,1036,3,2024-01-08,Completed
36432,4062,5,2024-01-08,Completed
48852,87,2,2024-01-08,Cancelled
39648,1661,1,2024-01-08,Cancelled
9058,679,3,2024-01-08,Completed
49000,1684,4,2024-01-08,Completed
19255,4946,2,2024-01-08,Completed
20244,2148,4,2024-01-08,Pending
15463,4413,4,2024-01-08,Completed
640,3354,5,2024-01-08,Completed
8129,1834,1,2024-01-08,Completed
46766,179,2,2024-01-08,Completed
11067,2494,4,2024-01-08,Completed
1310,3771,5,2024-01-08,Completed
39378,1724,1,2024-01-08,Completed
26660,1912,4,2024-01-08,Completed
9975,4816,4,2024-01-08,Completed
14008,1119,5,2024-01-08,Completed
42553,2168,4,2024-01-08,Completed
30041,1493,3,2024-01-08,Completed
8821,2847,5,2024-01-08,Completed
20920,838,5,2024-01-08,Completed
34661,2963,3,2024-01-08,Completed
4943,1627,1,2024-01-08,Pending
37920,4307,1,2024-01-08,Completed
10007,52,5,2024-01-08,Completed
14079,1935,5,2024-01-08,Completed
6372,2401,2,2024-01-08,Completed
44190,899,5,2024-01-09,Completed
45743,1661,1,2024-01-09,Completed
13030,252,4,2024-01-09,Cancelled
48098,2617,2,2024-01-09,Completed
15662,4769,3,2024-01-09,Completed
11496,391,1,2024-01-09,Completed
19809,3712,3,2024-01-09,Completed
38431,199,5,2024-01-09,Completed
3139,3827,2,2024-01-09,Completed
15134,3210,1,2024-01-09,Completed
2631,733,3,2024-01-09,Completed
18334,1220,1,2024-01-09,Completed
9978,1864,3,2024-01-09,Completed
20839,3354,2,2024-01-09,Completed
20711,3584,2,2024-01-09,Pending
10220,3485,4,2024-01-09,Completed
24135,1568,1,2024-01-09,Completed
33148,248,2,2024-01-09,Completed
7851,3942,4,2024-01-09,Completed
25980,3559,2,2024-01-09,Completed
27880,821,1,2024-01-09,Completed
18325,3526,4,2024-01-09,Cancelled
15173,100,4,2024-01-09,Completed
14291,1631,1,2024-01-09,Completed
35407,3507,2,2024-01-09,Completed
9419,4838,2,2024-01-09,Pending
3826,3855,2,2024-01-09,Completed
9387,4048,3,2024-01-09,Completed
4663,41,1,2024-01-09,Completed
28682,1485,3,2024-01-09,Cancelled
24356,3146,3,2024-01-09,Completed
31229,1910,1,2024-01-09,Completed
27464,187,2,2024-01-09,Completed
33992,513,1,2024-01-09,Completed
10717,4359,3,2024-01-09,Completed
32999,1673,4,2024-01-09,Completed
5237,3797,4,2024-01-09,Completed
2335,241,5,2024-01-09,Completed
29892,274,5,2024-01-09,Completed
14151,1416,3,2024-01-09,Completed
6404,4068,1,2024-01-09,Cancelled
33959,3520,2,2024-01-09,Completed
23426,4277,5,2024-01-09,Completed
14211,1956,1,2024-01-09,Completed
43439,4642,5,2024-01-09,Completed
48275,1391,1,2024-01-09,Completed
35887,4021,1,2024-01-09,Completed
39512,4571,4,2024-01-09,Completed
30623,4920,4,2024-01-09,Completed
11188,4375,3,2024-01-09,Completed
4155,3628,2,2024-01-09,Completed
45822,2793,5,2024-01-09,Completed
34150,2945,4,2024-01-09,Completed
3717,2181,2,2024-01-09,Completed
20007,483,4,2024-01-09,Completed
7385,2318,2,2024-01-09,Completed
16068,1203,4,2024-01-09,Completed
6694,2433,1,2024-01-09,Completed
31678,1942,5,2024-01-09,Cancelled
31979,4568,3,2024-01-09,Completed
24442,51,2,2024-01-09,Completed
13654,4245,3,2024-01-09,Completed
6139,3160,2,2024-01-10,Completed
22807,528,2,2024-01-10,Completed
19213,3911,5,2024-01-10,Completed
46322,3536,1,2024-01-10,Completed
5050,3715,3,2024-01-10,Completed
19606,1301,3,2024-01-10,Cancelled
37542,3444,2,2024-01-10,Completed
20215,2829,4,2024-01-10,Completed
49089,1451,1,2024-01-10,Completed
18012,2268,2,2024-01-10,Completed
38432,4712,3,2024-01-10,Completed
30318,617,3,2024-01-10,Completed
26479,1851,2,2024-01-10,Pending
5220,2596,4,2024-01-10,Completed
1252,4804,5,2024-01-10,Completed
38698,4275,4,2024-01-10,Completed
20378,4563,2,2024-01-10,Completed
21737,1255,2,2024-01-10,Completed
22495,2131,4,2024-01-10,Completed
1589,2522,3,2024-01-10,Completed
33694,1598,2,2024-01-10,Completed
42790,2821,4,2024-01-10,Completed
19563,2708,1,2024-01-10,Completed
20493,4992,1,2024-01-10,Completed
16334,3600,2,2024-01-10,Completed
5613,2883,4,2024-01-10,Completed
48685,2061,3,2024-01-10,Completed
36872,2925,3,2024-01-10,Completed
8751,2905,4,2024-01-10,Completed
24643,478,1,2024-01-10,Cancelled
24498,2403,5,2024-01-10,Completed
23589,2297,4,2024-01-10,Pending
24056,2964,5,2024-01-10,Completed
49819,2507,3,2024-01-10,Completed
42203,1089,5,2024-01-10,Completed
38899,4118,5,2024-01-10,Completed
32105,3460,5,2024-01-10,Completed
31688,3876,1,2024-01-10,Completed
24973,3429,4,2024-01-10,Completed
3433,2444,5,2024-01-10,Completed
38889,768,3,2024-01-10,Completed
13066,3507,2,2024-01-10,Pending
564,736,1,2024-01-10,Completed
14880,421,5,2024-01-10,Cancelled
46873,1070,5,2024-01-10,Completed
3739,2756,1,2024-01-10,Completed
22850,3161,5,2024-01-10,Completed
42388,1772,1,2024-01-10,Completed
33130,4262,2,2024-01-10,Completed
3095,3959,5,2024-01-10,Completed
41504,458,2,2024-01-10,Cancelled
49758,1869,1,2024-01-10,Completed
49643,551,4,2024-01-10,Completed
11055,1796,4,2024-01-10,Completed
12243,3774,3,2024-01-10,Completed
24051,2209,2,2024-01-10,Completed
10894,1997,2,2024-01-10,Completed
12944,1875,3,2024-01-10,Pending
10814,1530,1,2024-01-10,Completed
42073,544,2,2024-01-10,Completed
47554,4930,5,2024-01-10,Completed
41576,4518,4,2024-01-10,Cancelled
29103,817,4,2024-01-10,Completed
9805,634,1,2024-01-11,Completed
26283,1351,2,2024-01-11,Completed
20492,3079,4,2024-01-11,Completed
28574,111,2,2024-01-11,Completed
28176,1475,2,2024-01-11,Cancelled
14264,573,2,2024-01-11,Completed
35641,1958,2,2024-01-11,Completed
37068,1206,3,2024-01-11,Completed
14894,2231,1,2024-01-11,Completed
5131,1559,1,2024-01-11,Completed
5695,3326,4,2024-01-11,Completed
3720,1418,1,2024-01-11,Pending
32129,632,4,2024-01-11,Completed
1224,2765,1,2024-01-11,Completed
3999,3603,2,2024-01-11,Completed
14329,4012,4,2024-01-11,Cancelled
20096,2007,5,2024-01-11,Completed
27725,925,1,2024-01-11,Completed
4305,3765,3,2024-01-11,Completed
17807,1384,4,2024-01-11,Completed
21199,666,3,2024-01-11,Completed
25397,1154,3,2024-01-11,Completed
19560,4000,3,2024-01-11,Completed
36013,4690,2,2024-01-11,Completed
40066,4108,5,2024-01-11,Completed
9076,1757,4,2024-01-11,Completed
15779,544,5,2024-01-11,Completed
6554,3771,3,2024-01-11,Completed
26827,3397,5,2024-01-11,Completed
43024,685,4,2024-01-11,Completed
48228,2836,2,2024-01-11,Completed
31358,1237,5,2024-01-11,Completed
27262,212,1,2024-01-11,Completed
23531,4374,4,2024-01-11,Completed
18928,4283,4,2024-01-11,Completed
94,378,3,2024-01-11,Completed
37416,4148,5,2024-01-11,Completed
16419,3279,3,2024-01-11,Completed
3963,4375,2,2024-01-11,Completed
28240,1284,4,2024-01-11,Completed
34066,187,3,2024-01-11,Completed
27251,2623,4,2024-01-11,Completed
37977,1006,4,2024-01-11,Completed
17207,1215,5,2024-01-11,Completed
