order_item_id,order_id,product_id,quantity,unit_price
214,111,490,1,170.93
215,112,479,1,197.45
216,113,126,2,214.51
217,114,174,2,137.27
218,115,111,3,72.29
219,116,267,2,316.43
220,117,477,1,603.62
221,118,373,1,77.8
222,118,349,2,652.75
223,119,353,2,198.02
224,119,294,4,189.63
225,119,34,2,190.23
226,120,28,1,61.92
227,120,184,2,414.77
228,121,25,2,168.23
229,121,148,3,537.13
230,122,85,2,579.33
231,123,150,1,68.5
232,123,225,1,28.79
233,124,338,1,181.16
234,125,110,2,341.99
235,126,359,1,152.17
236,127,239,1,217.42
237,128,192,1,14.39
238,128,340,2,105.62
239,128,23,2,64.99
240,128,160,3,160.89
241,129,121,1,221.78
242,129,382,1,33.36
243,130,485,3,143.61
244,130,353,1,198.02
245,131,43,1,91.72
246,131,232,2,164.23
247,131,432,4,173.81
248,132,296,1,176.24
249,132,326,2,494.26
250,132,92,3,162.77
251,132,212,1,323.77
252,133,170,1,12.51
253,133,95,3,4.84
254,133,162,2,33.55
255,134,264,4,35.63
256,134,371,5,209.65
257,135,470,1,411.23
258,135,148,3,537.13
259,135,378,1,576.23
260,136,69,1,147.02
261,136,49,2,426.84
262,136,229,2,127.45
263,136,411,2,635.76
264,137,210,1,70.39
265,138,297,1,124.55
266,138,249,10,662.58
267,139,364,1,152.98
268,139,361,1,174.07
269,139,120,3,99.54
270,140,82,2,128.83
271,141,218,3,860.42
272,141,346,2,123.63
273,141,376,3,221.3
274,141,185,1,61.03
275,141,257,4,220.77
276,142,229,2,127.45
277,143,398,5,205.78
278,143,391,1,238.22
279,144,252,1,497.23
280,144,299,3,267.44
281,145,100,3,189.16
282,146,158,3,37.56
283,147,387,1,726.22
284,147,30,2,168.37
285,148,34,2,190.23
286,148,376,3,221.3
287,149,432,1,173.81
288,149,223,4,382.24
289,149,29,1,121.65
290,150,305,2,279.24
291,151,81,1,80.53
292,151,399,2,527.7
293,151,93,1,324.41
294,152,93,1,324.41
295,153,343,3,142.71
296,154,4,5,64.38
297,154,365,1,23.5
298,154,134,1,73.72
299,154,5,2,151.61
300,155,410,1,758.98
301,155,260,2,84.96
302,156,72,1,42.98
303,156,60,1,310.72
304,157,129,3,26.59
305,158,21,1,151.05
306,159,459,1,475.52
307,160,399,10,527.7
308,161,5,1,151.61
309,162,128,3,144.51
310,162,421,3,338.45
311,162,386,1,108.24
312,163,457,3,35.21
313,163,433,1,467.9
314,163,85,5,579.33
315,164,417,1,21.81
316,165,80,4,179.59
317,165,104,1,15.59
318,166,378,1,576.23
319,166,118,4,17.38
320,166,281,4,261.74
321,167,437,1,195.02
322,167,185,3,61.03
323,168,335,3,407.09
324,169,63,2,296.46
325,169,218,2,860.42
326,170,261,3,411.8
327,170,417,3,21.81
328,170,487,1,174.51
329,171,75,2,140.63
330,171,117,1,352.44
331,171,267,3,316.43
332,171,320,2,715.39
333,172,217,2,35.42
334,172,30,1,168.37
335,172,60,2,310.72
336,172,489,1,679.71
337,173,169,3,214.69
338,173,228,1,251.67
339,174,306,4,31.33
340,174,33,2,59.59
341,174,45,1,202.33
342,175,423,4,118.83
343,176,422,2,83.67
344,177,399,3,527.7
345,178,162,2,33.55
346,178,26,1,440.71
347,178,277,2,426.11
348,179,452,5,503.74
349,180,54,2,656.58
350,180,210,5,70.39
351,180,380,1,40.35
352,181,369,4,136.06
353,181,332,3,66.37
354,181,459,1,475.52
355,182,53,1,168.93
356,182,190,1,126.28
357,182,314,1,103.43
358,183,394,2,300.02
359,184,238,4,373.62
360,185,43,1,91.72
361,185,225,2,28.79
362,186,15,1,279.81
363,186,78,1,303.0
364,187,216,2,24.37
365,188,365,2,23.5
366,188,315,1,236.51
367,189,93,4,324.41
368,189,113,3,394.14
369,190,294,1,189.63
370,190,83,1,77.43
371,191,114,1,231.58
372,192,5,1,151.61
373,193,297,2,124.55
374,194,180,2,569.84
375,194,212,1,323.77
376,194,66,2,115.15
377,194,13,2,303.23
378,194,218,1,860.42
379,195,336,1,205.95
380,195,459,1,475.52
381,196,284,3,129.83
382,197,347,1,307.62
383,197,356,5,18.17
384,198,290,1,210.92
385,198,209,3,457.89
386,199,273,3,191.99
387,200,13,1,303.23
388,201,416,1,139.45
389,201,323,2,13.73
390,201,344,1,30.43
391,201,459,1,475.52
392,202,170,2,12.51
393,202,265,1,194.81
394,202,82,2,128.83
395,202,278,1,416.87
396,203,312,5,326.23
397,204,494,1,220.57
398,205,69,1,147.02
399,205,59,2,298.82
400,206,235,4,240.3
401,206,484,2,316.79
402,206,490,3,170.93
403,207,36,1,46.74
404,207,333,3,595.57
405,208,348,1,50.69
406,208,157,2,100.06
407,209,85,4,579.33
408,209,362,1,298.37
409,210,223,3,382.24
410,210,470,2,411.23
411,211,45,1,202.33
412,212,5,5,151.61
413,213,350,2,76.01
414,213,73,2,811.66
415,214,70,1,290.25
416,214,445,2,242.5
417,215,25,2,168.23
418,215,432,1,173.81
419,216,165,1,452.19
420,216,354,1,865.44
421,217,161,3,99.58
422,217,177,1,817.32
423,218,478,1,428.53
424,218,20,10,278.33
425,218,481,2,693.66
426,219,213,2,396.0
427,219,397,1,493.45
428,219,329,1,281.68
429,220,6,1,686.86
430,221,103,2,401.83
431,222,38,2,86.52
432,222,291,1,638.5
433,223,295,1,354.95
434,224,122,1,422.61
435,225,342,3,180.76
436,225,326,2,494.26
437,225,422,3,83.67
438,225,64,1,14.62
439,226,163,2,499.6
440,226,236,3,395.43
441,226,21,1,151.05
442,227,434,1,83.12
443,228,250,2,29.2
444,228,402,2,46.86
445,229,485,2,143.61
446,229,388,1,468.54
447,230,123,2,107.57
448,231,21,1,151.05
449,231,50,2,190.02
450,232,195,3,144.68
451,233,157,2,100.06
452,234,433,2,467.9
453,235,419,1,68.2
454,235,136,1,176.44
455,236,174,2,137.27
456,236,37,1,120.22
457,237,193,1,98.96
458,237,423,2,118.83
459,238,223,1,382.24
460,238,206,1,171.56
461,239,244,1,320.94
462,239,488,2,748.03
463,239,228,1,251.67
464,240,139,2,605.17
465,240,300,3,398.0
466,241,52,1,71.07
467,241,374,3,726.13
468,242,17,3,486.07
469,242,382,2,33.36
470,242,172,2,123.6
471,242,307,2,219.51
472,243,382,2,33.36
473,243,294,3,189.63
474,244,194,1,804.38
475,245,84,3,394.51
476,245,284,1,129.83
477,245,74,1,164.14
478,246,40,2,158.63
479,247,133,2,494.4
480,248,459,1,475.52
481,248,228,2,251.67
482,248,131,2,256.93
483,249,352,1,62.09
484,249,206,3,171.56
485,250,43,2,91.72
486,250,459,1,475.52
487,251,190,1,126.28
488,252,121,5,221.78
489,252,379,1,153.2
490,253,42,4,19.19
491,253,206,3,171.56
492,253,76,1,101.51
493,254,77,1,89.5
494,255,395,1,341.28
495,256,301,5,170.37
496,256,171,3,413.6
497,257,96,3,562.62
498,257,103,1,401.83
499,258,404,3,132.17
500,258,97,4,370.08
501,258,68,2,108.12
502,259,296,1,176.24
503,260,63,1,296.46
504,260,173,1,94.42
505,261,66,2,115.15
506,262,127,4,456.82
507,262,422,2,83.67
508,263,379,4,153.2
509,263,71,5,97.1
510,264,275,4,477.53
511,265,25,5,168.23
512,266,389,2,787.17
513,266,451,2,470.75
514,267,325,3,35.57
515,267,105,2,76.8
516,267,433,1,467.9
517,268,147,1,181.83
518,268,403,4,82.88
519,268,467,1,352.6
520,268,385,1,71.92
521,269,484,3,316.79
522,269,287,1,298.21
523,269,122,4,422.61
524,269,289,4,181.86
525,269,77,1,89.5
526,270,318,5,61.11
527,271,94,2,111.78
528,271,225,4,28.79
529,272,149,2,136.53
530,273,163,2,499.6
531,274,185,3,61.03
532,274,401,5,496.3
533,274,7,1,185.75
534,274,56,4,475.79
535,275,341,1,587.91
536,275,199,3,819.43
537,275,208,4,614.51
538,275,149,4,136.53
539,276,268,1,454.56
540,276,419,1,68.2
541,277,229,2,127.45
542,277,191,1,696.51
543,277,433,1,467.9
544,277,334,1,443.32
545,278,22,5,41.53
546,278,483,3,4.79
547,279,167,1,24.93
548,279,120,1,99.54
549,280,70,1,290.25
550,281,282,1,46.6
551,281,420,3,118.41
552,281,329,1,281.68
553,281,33,1,59.59
554,281,67,3,229.49
555,282,455,3,403.59
556,283,283,1,342.71
557,283,265,2,194.81
558,283,141,2,156.88
559,283,428,4,26.22
560,284,274,2,286.53
561,284,262,2,125.25
562,284,424,2,79.2
563,284,199,2,819.43
564,285,457,3,35.21
565,285,290,2,210.92
566,285,82,3,128.83
567,286,37,4,120.22
568,287,56,1,475.79
569,287,489,5,679.71
570,287,375,2,85.28
571,288,306,2,31.33
572,288,129,2,26.59
573,289,239,1,217.42
574,289,181,3,139.69
575,290,308,2,132.05
576,291,196,1,159.04
577,292,495,1,420.93
578,292,360,3,60.06
579,292,88,1,210.22
580,293,275,1,477.53
581,293,70,1,290.25
582,294,443,4,325.91
583,295,247,2,128.29
584,295,144,1,512.26
585,295,49,1,426.84
586,296,160,1,160.89
587,296,57,1,145.62
588,297,412,1,151.83
589,298,99,3,44.8
590,298,281,2,261.74
591,298,388,1,468.54
592,299,404,4,132.17
593,300,222,4,368.91
594,301,165,2,452.19
595,302,273,1,191.99
596,302,402,10,46.86
597,302,232,1,164.23
598,302,91,1,81.39
599,303,166,1,181.75
600,303,260,1,84.96
601,304,350,1,76.01
602,304,409,1,396.81
603,304,152,2,192.78
604,305,206,1,171.56
605,305,369,1,136.06
606,306,183,1,589.97
607,306,384,2,274.41
608,307,222,3,368.91
609,307,404,3,132.17
610,307,271,1,76.27
611,308,243,2,66.76
612,308,381,1,480.97
613,309,284,2,129.83
614,309,146,4,817.26
615,310,337,2,414.87
616,311,245,3,119.49
617,312,81,5,80.53
618,313,499,1,555.05
619,314,49,1,426.84
620,315,42,4,19.19
621,315,231,1,27.36
622,315,59,1,298.82
623,316,432,1,173.81
624,317,159,5,463.9
625,318,5,1,151.61
626,318,149,1,136.53
627,319,497,4,84.33
628,320,62,1,199.45
629,320,105,2,76.8
630,320,99,1,44.8
631,320,155,2,401.69
632,321,294,3,189.63
633,322,464,1,454.89
634,322,158,3,37.56
635,322,296,1,176.24
636,323,113,1,394.14
637,324,358,5,175.92
638,324,238,2,373.62
639,324,351,5,307.94
640,325,286,1,398.96
641,325,174,2,137.27
642,325,25,1,168.23
643,325,455,2,403.59
644,326,9,2,227.94
645,327,2,5,506.44
646,327,389,2,787.17
647,327,378,3,576.23
648,327,325,1,35.57
649,327,304,1,601.89
650,328,56,2,475.79
651,328,329,3,281.68
652,329,173,1,94.42
653,329,292,2,152.66
654,330,195,2,144.68
655,330,49,1,426.84
656,331,356,1,18.17
657,331,370,1,92.57
658,332,311,2,194.73
659,333,346,3,123.63
660,333,471,1,431.71
661,334,165,2,452.19
662,334,490,1,170.93
663,335,20,3,278.33
664,336,52,2,71.07
665,336,158,1,37.56
666,336,46,3,72.8
667,337,494,1,220.57
668,337,309,1,122.55
669,338,194,10,804.38
670,339,402,3,46.86
671,340,237,1,185.62
672,341,481,2,693.66
673,341,375,1,85.28
674,341,500,10,50.07
675,342,189,1,58.19
676,342,352,10,62.09
677,343,117,2,352.44
678,344,1,2,335.1
679,345,307,1,219.51
680,345,445,1,242.5
681,346,267,3,316.43
682,346,62,1,199.45
683,347,375,5,85.28
684,347,379,1,153.2
685,348,380,4,40.35
686,348,408,5,378.64
687,349,380,3,40.35
688,349,342,3,180.76
689,350,191,1,696.51
690,351,411,3,635.76
691,352,130,1,375.9
692,352,397,1,493.45
693,352,320,4,715.39
694,353,399,3,527.7
695,353,101,3,216.42
696,353,164,2,215.06
697,354,366,4,390.8
698,354,485,1,143.61
699,354,33,2,59.59
700,355,440,1,727.33
701,355,417,2,21.81
702,355,17,3,486.07
703,355,7,3,185.75
704,356,364,1,152.98
705,357,303,2,173.1
706,358,279,3,93.79
707,359,476,1,254.35
708,360,264,2,35.63
709,360,178,2,505.19
710,361,50,1,190.02
711,361,32,5,352.91
712,362,167,1,24.93
713,362,2,1,506.44
714,363,302,3,80.21
715,363,360,1,60.06
716,364,381,1,480.97
717,365,305,1,279.24
718,366,369,1,136.06
719,367,34,1,190.23
720,368,296,2,176.24
721,369,488,3,748.03
722,369,132,2,19.08
723,369,226,1,369.6
724,370,194,1,804.38
725,370,482,1,127.47
726,371,223,1,382.24
727,372,39,1,105.11
728,373,436,1,66.24
729,373,241,2,482.78
730,374,213,1,396.0
731,374,232,1,164.23
732,374,176,4,396.51
733,375,222,1,368.91
734,376,196,1,159.04
735,377,397,2,493.45
736,378,290,1,210.92
737,378,147,4,181.83
738,378,337,1,414.87
739,379,152,1,192.78
740,379,476,1,254.35
741,380,468,2,409.81
742,380,402,3,46.86
743,381,420,4,118.41
744,382,134,1,73.72
745,382,456,1,226.05
746,382,398,1,205.78
747,383,207,1,566.96
748,383,192,1,14.39
749,384,154,1,149.34
750,384,293,3,435.34
751,385,483,3,4.79
752,385,180,3,569.84
753,386,481,4,693.66
754,386,44,5,155.7
755,386,197,2,599.44
756,386,410,1,758.98
757,387,177,2,817.32
758,387,51,1,640.49
759,388,310,3,107.24
760,388,206,3,171.56
761,389,33,2,59.59
762,389,314,4,103.43
763,390,400,2,11.13
764,390,27,3,56.59
765,390,351,4,307.94
766,391,139,1,605.17
767,391,289,1,181.86
768,391,283,3,342.71
769,392,152,1,192.78
770,392,373,5,77.8
771,392,39,1,105.11
772,392,1,1,335.1
773,393,395,1,341.28
774,393,47,2,176.85
775,394,226,1,369.6
776,395,431,1,11.49
777,395,42,5,19.19
778,395,82,1,128.83
779,396,311,1,194.73
780,396,162,3,33.55
781,396,261,10,411.8
782,397,152,1,192.78
783,397,424,1,79.2
784,397,312,2,326.23
785,398,21,1,151.05
786,398,325,1,35.57
787,399,491,1,176.28
788,399,213,1,396.0
789,399,9,1,227.94
790,399,131,1,256.93
791,400,278,4,416.87
792,400,79,5,78.96
793,400,111,1,72.29
794,400,7,3,185.75
795,400,470,1,411.23
796,401,288,1,129.13
797,402,413,2,43.75
798,402,161,1,99.58
799,403,217,1,35.42
800,403,296,3,176.24
801,403,384,1,274.41
802,404,447,3,689.9
803,404,378,2,576.23
804,405,42,2,19.19
805,405,258,3,147.2
806,405,319,5,32.23
807,406,253,5,284.35
808,407,357,1,264.09
809,407,399,4,527.7
810,407,17,2,486.07
811,408,278,5,416.87
812,409,15,1,279.81
813,409,248,3,140.85
814,409,200,1,156.37
815,409,248,2,140.85
816,409,157,10,100.06
817,410,250,4,29.2
818,410,347,10,307.62
819,410,233,1,680.4
820,411,200,1,156.37
821,412,386,2,108.24
822,412,57,2,145.62
823,412,121,1,221.78
824,413,442,2,80.25
825,413,274,2,286.53
826,414,481,1,693.66
827,415,273,4,191.99
828,416,420,3,118.41
829,416,105,1,76.8
830,416,491,1,176.28
831,416,157,3,100.06
832,417,398,4,205.78
833,417,491,1,176.28
834,417,275,2,477.53
835,418,296,3,176.24
836,418,81,1,80.53
837,419,303,2,173.1
838,420,100,1,189.16
839,420,182,3,279.74
840,420,33,1,59.59
841,421,431,1,11.49
842,422,432,1,173.81
843,423,228,3,251.67
844,424,59,1,298.82
845,424,45,4,202.33
846,424,421,1,338.45
847,425,13,2,303.23
848,425,181,2,139.69
849,425,476,1,254.35
850,426,429,1,614.53
851,426,302,1,80.21
852,427,93,3,324.41
853,427,313,2,169.73
854,428,233,3,680.4
855,429,263,2,88.15
856,429,14,1,303.95
857,429,276,1,131.66
858,430,444,1,896.05
859,430,94,1,111.78
860,430,53,1,168.93
861,431,105,2,76.8
862,431,415,1,31.99
863,432,183,1,589.97
864,432,463,4,482.06
865,433,33,5,59.59
866,434,22,2,41.53
867,434,481,3,693.66
868,434,166,1,181.75
869,435,106,3,121.36
870,435,247,2,128.29
871,436,392,1,4.65
872,436,90,3,15.17
873,437,466,1,194.38
874,438,287,4,298.21
875,438,454,2,174.91
876,439,456,1,226.05
877,440,305,1,279.24
878,440,177,1,817.32
879,440,248,1,140.85
880,440,142,1,156.79
881,441,83,1,77.43
882,441,368,1,421.98
883,442,210,2,70.39
884,443,410,1,758.98
885,443,394,2,300.02
886,443,116,1,63.07
887,443,186,3,38.1
888,444,356,1,18.17
889,444,25,1,168.23
890,444,296,1,176.24
891,445,186,2,38.1
892,445,200,2,156.37
893,446,368,1,421.98
894,447,14,3,303.95
895,447,298,1,156.42
896,448,31,5,839.32
897,448,344,2,30.43
898,448,142,1,156.79
899,449,239,2,217.42
900,449,84,1,394.51
901,450,5,4,151.61
902,451,67,1,229.49
903,452,449,1,31.37
904,452,312,2,326.23
905,453,68,1,108.12
906,453,112,1,144.06
907,454,227,1,28.29
908,454,354,4,865.44
909,455,161,4,99.58
910,456,370,3,92.57
911,457,427,1,509.6
912,457,31,1,839.32
913,457,5,3,151.61
914,457,7,5,185.75
915,458,361,1,174.07
916,458,104,1,15.59
917,459,400,2,11.13
918,460,328,3,261.72
919,461,469,2,780.66
920,461,457,2,35.21
921,461,317,2,235.81
922,461,116,3,63.07
923,462,258,2,147.2
924,463,246,1,17.09
925,463,186,5,38.1
926,464,22,2,41.53
927,464,440,1,727.33
928,464,319,2,32.23
929,465,314,5,103.43
930,465,159,5,463.9
931,466,425,2,263.83
932,466,158,1,37.56
933,466,212,1,323.77
934,466,61,1,219.1
935,467,218,1,860.42
936,467,492,4,447.71
937,468,333,1,595.57
938,469,172,3,123.6
939,470,453,1,415.42
940,470,333,3,595.57
941,471,270,3,380.69
942,471,393,2,188.74
943,472,46,1,72.8
944,473,403,3,82.88
945,473,198,5,317.38
946,474,296,3,176.24
947,475,4,2,64.38
948,475,322,1,216.99
949,476,190,1,126.28
950,476,323,2,13.73
951,476,382,3,33.36
952,476,426,2,116.47
953,477,219,2,873.04
954,477,293,1,435.34
955,477,155,1,401.69
956,478,225,3,28.79
957,478,78,3,303.0
958,479,229,5,127.45
959,480,90,1,15.17
960,480,384,5,274.41
961,481,85,2,579.33
962,481,181,1,139.69
963,482,495,10,420.93
964,482,200,1,156.37
965,483,186,2,38.1
966,483,154,1,149.34
967,484,437,4,195.02
968,485,178,2,505.19
969,486,177,1,817.32
970,486,316,1,804.71
971,487,112,2,144.06
972,488,494,2,220.57
973,489,418,1,337.04
974,489,75,4,140.63
975,489,464,2,454.89
976,489,163,3,499.6
977,490,248,3,140.85
978,490,25,1,168.23
979,491,259,2,407.77
980,492,172,4,123.6
981,493,192,1,14.39
982,493,58,3,154.36
983,493,91,4,81.39
984,494,260,1,84.96
985,494,18,3,158.44
986,494,481,1,693.66
987,495,464,1,454.89
988,496,67,2,229.49
989,497,400,1,11.13
990,497,107,3,265.81
991,497,161,3,99.58
992,498,157,1,100.06
993,498,4,3,64.38
994,499,437,3,195.02
995,500,237,3,185.62
996,500,101,1,216.42
997,500,251,1,597.36
998,500,435,5,637.17
999,500,314,2,103.43
1000,501,68,1,108.12
1001,502,11,3,481.29
1002,503,327,4,105.91
1003,504,41,5,82.54
1004,504,498,4,140.44
1005,504,24,1,191.44
1006,505,478,1,428.53
1007,506,22,1,41.53
1008,507,260,4,84.96
1009,508,58,5,154.36
1010,509,89,2,560.81
1011,509,304,3,601.89
1012,510,71,3,97.1
1013,511,56,1,475.79
1014,511,60,1,310.72
1015,511,216,1,24.37
1016,511,303,1,173.1
1017,512,379,2,153.2
1018,512,331,5,153.6
1019,513,153,2,189.05
1020,513,465,2,347.46
1021,514,499,1,555.05
1022,515,115,3,315.13
1023,516,140,1,417.82
1024,517,132,2,19.08
1025,517,316,4,804.71
1026,518,307,10,219.51
1027,518,361,3,174.07
1028,519,251,1,597.36
1029,520,367,1,67.14
1030,521,408,1,378.64
1031,521,130,4,375.9
1032,522,35,1,560.32
1033,522,489,1,679.71
1034,523,54,3,656.58
1035,524,79,1,78.96
1036,524,50,1,190.02
1037,524,48,1,622.0
1038,524,306,4,31.33
1039,525,443,1,325.91
1040,526,88,4,210.22
1041,527,237,3,185.62
1042,527,312,2,326.23
1043,527,66,3,115.15
1044,528,213,1,396.0
1045,528,233,2,680.4
1046,529,158,2,37.56
1047,529,278,4,416.87
1048,530,112,3,144.06
1049,530,167,2,24.93
1050,530,356,3,18.17
1051,531,188,1,897.21
1052,531,360,1,60.06
1053,532,43,2,91.72
1054,533,120,2,99.54
1055,534,35,2,560.32
1056,535,176,10,396.51
1057,536,402,1,46.86
1058,536,31,1,839.32
1059,537,410,1,758.98
1060,537,144,2,512.26
1061,537,228,1,251.67
1062,538,466,1,194.38
1063,539,225,2,28.79
1064,540,413,3,43.75
1065,540,212,1,323.77
1066,540,485,1,143.61
1067,541,220,1,242.11
1068,542,359,3,152.17
1069,542,48,1,622.0
1070,542,329,3,281.68
1071,542,490,2,170.93
1072,543,253,1,284.35
1073,544,473,1,529.49
1074,545,215,3,123.37
1075,546,224,2,190.2
1076,546,352,1,62.09
1077,547,241,2,482.78
1078,548,44,2,155.7
1079,549,115,3,315.13
1080,550,242,5,526.75
1081,550,44,1,155.7
1082,551,395,1,341.28
1083,551,47,2,176.85
1084,551,206,3,171.56
1085,551,295,4,354.95
1086,552,399,1,527.7
1087,552,475,1,45.97
1088,552,13,2,303.23
1089,553,361,1,174.07
1090,553,300,1,398.0
1091,553,80,5,179.59
1092,554,474,1,30.69
1093,554,339,1,39.05
1094,554,422,1,83.67
1095,554,87,1,80.96
1096,554,210,1,70.39
1097,555,431,1,11.49
1098,556,55,1,432.86
1099,556,230,1,85.72
1100,556,330,3,69.09
1101,557,233,1,680.4
1102,557,443,1,325.91
1103,558,159,1,463.9
1104,558,53,2,168.93
1105,558,389,1,787.17
1106,558,85,2,579.33
1107,559,68,1,108.12
1108,559,229,2,127.45
1109,559,424,1,79.2
1110,559,415,5,31.99
1111,560,272,1,110.13
1112,560,170,2,12.51
1113,561,242,1,526.75
1114,561,301,3,170.37
1115,561,482,2,127.47
1116,562,267,1,316.43
1117,562,333,2,595.57
1118,563,160,2,160.89
1119,563,166,1,181.75
1120,563,29,1,121.65
1121,564,261,3,411.8
1122,564,43,2,91.72
1123,564,66,10,115.15
1124,564,154,3,149.34
1125,564,348,5,50.69
1126,565,131,2,256.93
1127,565,257,2,220.77
1128,566,141,2,156.88
1129,566,298,2,156.42
1130,566,313,3,169.73
1131,567,494,1,220.57
1132,567,327,1,105.91
1133,568,349,5,652.75
1134,568,375,1,85.28
1135,569,100,1,189.16
1136,569,499,1,555.05
1137,570,86,1,143.84
1138,570,88,5,210.22
1139,570,500,3,50.07
1140,571,55,1,432.86
1141,572,228,1,251.67
1142,572,165,1,452.19
1143,573,349,1,652.75
1144,574,198,1,317.38
1145,574,202,1,532.98
1146,574,437,1,195.02
1147,575,126,1,214.51
1148,575,169,1,214.69
1149,575,13,2,303.23
1150,576,476,2,254.35
