inventory_id,warehouse_id,product_id,inventory_date,stock_level,reorder_point
49,1,49,2024-01-01,219.0,80.0
50,1,50,2024-01-01,188.0,113.0
51,1,51,2024-01-01,112.0,60.0
52,1,52,2024-01-01,149.0,71.0
53,1,53,2024-01-01,90.0,45.0
54,1,54,2024-01-01,93.0,60.0
55,1,55,2024-01-01,235.0,94.0
56,1,56,2024-01-01,15.0,429.0
57,1,57,2024-01-01,154.0,91.0
58,1,58,2024-01-01,185.0,80.0
59,1,59,2024-01-01,145.0,95.0
60,1,60,2024-01-01,227.0,157.0
61,1,61,2024-01-01,140.0,73.0
62,1,62,2024-01-01,183.0,105.0
63,1,63,2024-01-01,184.0,87.0
64,1,64,2024-01-01,121.0,71.0
65,1,65,2024-01-01,247.0,148.0
66,1,66,2024-01-01,28.0,175.0
67,1,67,2024-01-01,149.0,61.0
68,1,68,2024-01-01,239.0,94.0
69,1,69,2024-01-01,149.0,96.0
70,1,70,2024-01-01,111.0,80.0
71,1,71,2024-01-01,134.0,78.0
72,1,72,2024-01-01,77.0,51.0
73,1,73,2024-01-01,301.0,133.0
74,1,74,2024-01-01,107.0,68.0
75,1,75,2024-01-01,175.0,93.0
76,1,76,2024-01-01,259.0,153.0
77,1,77,2024-01-01,0.0,84.0
78,1,78,2024-01-01,117.0,55.0
79,1,79,2024-01-01,258.0,98.0
80,1,80,2024-01-01,74.0,29.0
81,1,81,2024-01-01,112.0,76.0
82,1,82,2024-01-01,56.0,26.0
83,1,83,2024-01-01,4.0,32.0
84,1,84,2024-01-01,14.0,27.0
85,1,85,2024-01-01,456.0,257.0
86,1,86,2024-01-01,16.0,70.0
87,1,87,2024-01-01,456.0,268.0
88,1,88,2024-01-01,17.0,40.0
89,1,89,2024-01-01,60.0,28.0
90,1,90,2024-01-01,104.0,45.0
91,1,91,2024-01-01,2.0,85.0
92,1,92,2024-01-01,130.0,68.0
93,1,93,2024-01-01,105.0,58.0
94,1,94,2024-01-01,37.0,20.0
95,1,95,2024-01-01,2.0,55.0
96,1,96,2024-01-01,160.0,95.0
97,1,97,2024-01-01,179.0,73.0
98,1,98,2024-01-01,7.0,67.0
99,1,99,2024-01-01,224.0,98.0
100,1,100,2024-01-01,37.0,25.0
101,1,101,2024-01-01,120.0,83.0
102,1,102,2024-01-01,16.0,47.0
103,1,103,2024-01-01,244.0,156.0
104,1,104,2024-01-01,330.0,199.0
105,1,105,2024-01-01,89.0,36.0
106,1,106,2024-01-01,265.0,188.0
107,1,107,2024-01-01,114.0,67.0
108,1,108,2024-01-01,103.0,44.0
109,1,109,2024-01-01,98.0,45.0
110,1,110,2024-01-01,128.0,84.0
111,1,111,2024-01-01,101.0,70.0
112,1,112,2024-01-01,193.0,107.0
113,1,113,2024-01-01,59.0,38.0
114,1,114,2024-01-01,150.0,71.0
115,1,115,2024-01-01,80.0,31.0
116,1,116,2024-01-01,45.0,20.0
117,1,117,2024-01-01,92.0,59.0
118,1,118,2024-01-01,152.0,80.0
119,1,119,2024-01-01,78.0,41.0
120,1,120,2024-01-01,85.0,30.0
121,1,121,2024-01-01,334.0,244.0
122,1,122,2024-01-01,34.0,20.0
123,1,123,2024-01-01,7.0,186.0
124,1,124,2024-01-01,147.0,58.0
125,1,125,2024-01-01,154.0,68.0
126,1,126,2024-01-01,60.0,25.0
127,1,127,2024-01-01,128.0,59.0
128,1,128,2024-01-01,274.0,171.0
129,1,129,2024-01-01,175.0,76.0
130,1,130,2024-01-01,75.0,36.0
131,1,131,2024-01-01,53.0,32.0
132,1,132,2024-01-01,104.0,62.0
133,1,133,2024-01-01,145.0,60.0
134,1,134,2024-01-01,145.0,88.0
135,1,135,2024-01-01,110.0,66.0
136,1,136,2024-01-01,176.0,123.0
137,1,137,2024-01-01,26.0,117.0
138,1,138,2024-01-01,103.0,48.0
139,1,139,2024-01-01,126.0,60.0
140,1,140,2024-01-01,184.0,129.0
141,1,141,2024-01-01,132.0,77.0
142,1,142,2024-01-01,21.0,46.0
143,1,143,2024-01-01,107.0,61.0
144,1,144,2024-01-01,156.0,101.0
145,1,145,2024-01-01,225.0,153.0
146,1,146,2024-01-01,191.0,94.0
147,1,147,2024-01-01,80.0,38.0
148,1,148,2024-01-01,70.0,48.0
149,1,149,2024-01-01,245.0,179.0
150,1,150,2024-01-01,117.0,84.0
151,1,151,2024-01-01,107.0,69.0
152,1,152,2024-01-01,207.0,112.0
153,1,153,2024-01-01,315.0,203.0
154,1,154,2024-01-01,28.0,24.0
155,1,155,2024-01-01,80.0,43.0
156,1,156,2024-01-01,59.0,37.0
157,1,157,2024-01-01,97.0,63.0
158,1,158,2024-01-01,151.0,75.0
159,1,159,2024-01-01,330.0,213.0
160,1,160,2024-01-01,125.0,58.0
161,1,161,2024-01-01,96.0,54.0
162,1,162,2024-01-01,61.0,27.0
163,1,163,2024-01-01,58.0,24.0
164,1,164,2024-01-01,21.0,92.0
165,1,165,2024-01-01,122.0,75.0
166,1,166,2024-01-01,2.0,76.0
167,1,167,2024-01-01,249.0,147.0
168,1,168,2024-01-01,204.0,145.0
169,1,169,2024-01-01,3.0,57.0
170,1,170,2024-01-01,178.0,71.0
171,1,171,2024-01-01,213.0,94.0
172,1,172,2024-01-01,5.0,105.0
173,1,173,2024-01-01,205.0,98.0
174,1,174,2024-01-01,28.0,40.0
175,1,175,2024-01-01,100.0,72.0
176,1,176,2024-01-01,220.0,151.0
177,1,177,2024-01-01,271.0,162.0
178,1,178,2024-01-01,19.0,47.0
179,1,179,2024-01-01,49.0,24.0
180,1,180,2024-01-01,3.0,117.0
181,1,181,2024-01-01,19.0,42.0
182,1,182,2024-01-01,105.0,67.0
183,1,183,2024-01-01,37.0,21.0
184,1,184,2024-01-01,107.0,73.0
185,1,185,2024-01-01,110.0,56.0
186,1,186,2024-01-01,110.0,73.0
187,1,187,2024-01-01,59.0,31.0
188,1,188,2024-01-01,82.0,51.0
189,1,189,2024-01-01,342.0,197.0
190,1,190,2024-01-01,337.0,196.0
191,1,191,2024-01-01,87.0,61.0
192,1,192,2024-01-01,147.0,77.0
193,1,193,2024-01-01,151.0,79.0
194,1,194,2024-01-01,98.0,59.0
195,1,195,2024-01-01,113.0,48.0
196,1,196,2024-01-01,23.0,27.0
197,1,197,2024-01-01,435.0,302.0
198,1,198,2024-01-01,133.0,86.0
199,1,199,2024-01-01,7.0,60.0
200,1,200,2024-01-01,119.0,50.0
201,1,201,2024-01-01,63.0,26.0
202,1,202,2024-01-01,194.0,128.0
203,1,203,2024-01-01,11.0,230.0
204,1,204,2024-01-01,12.0,50.0
205,1,205,2024-01-01,36.0,21.0
206,1,206,2024-01-01,113.0,70.0
207,1,207,2024-01-01,198.0,146.0
208,1,208,2024-01-01,174.0,84.0
209,1,209,2024-01-01,163.0,111.0
210,1,210,2024-01-01,161.0,82.0
211,1,211,2024-01-01,166.0,96.0
212,1,212,2024-01-01,82.0,35.0
213,1,213,2024-01-01,151.0,68.0
214,1,214,2024-01-01,60.0,44.0
215,1,215,2024-01-01,43.0,20.0
216,1,216,2024-01-01,125.0,86.0
217,1,217,2024-01-01,17.0,250.0
218,1,218,2024-01-01,130.0,61.0
219,1,219,2024-01-01,38.0,20.0
220,1,220,2024-01-01,161.0,72.0
221,1,221,2024-01-01,117.0,53.0
222,1,222,2024-01-01,79.0,39.0
223,1,223,2024-01-01,129.0,79.0
224,1,224,2024-01-01,125.0,57.0
225,1,225,2024-01-01,188.0,127.0
226,1,226,2024-01-01,219.0,158.0
227,1,227,2024-01-01,147.0,105.0
228,1,228,2024-01-01,67.0,27.0
229,1,229,2024-01-01,161.0,76.0
230,1,230,2024-01-01,173.0,68.0
231,1,231,2024-01-01,4.0,110.0
232,1,232,2024-01-01,214.0,104.0
233,1,233,2024-01-01,21.0,122.0
234,1,234,2024-01-01,282.0,147.0
235,1,235,2024-01-01,139.0,49.0
236,1,236,2024-01-01,122.0,43.0
237,1,237,2024-01-01,261.0,166.0
238,1,238,2024-01-01,149.0,110.0
239,1,239,2024-01-01,103.0,48.0
240,1,240,2024-01-01,149.0,71.0
241,1,241,2024-01-01,90.0,33.0
242,1,242,2024-01-01,294.0,154.0
243,1,243,2024-01-01,309.0,183.0
244,1,244,2024-01-01,182.0,77.0
245,1,245,2024-01-01,162.0,101.0
246,1,246,2024-01-01,65.0,32.0
247,1,247,2024-01-01,301.0,105.0
248,1,248,2024-01-01,126.0,78.0
249,1,249,2024-01-01,2.0,53.0
250,1,250,2024-01-01,253.0,109.0
251,1,251,2024-01-01,103.0,43.0
252,1,252,2024-01-01,22.0,74.0
253,1,253,2024-01-01,129.0,83.0
254,1,254,2024-01-01,117.0,87.0
255,1,255,2024-01-01,65.0,41.0
256,1,256,2024-01-01,364.0,138.0
257,1,257,2024-01-01,102.0,66.0
258,1,258,2024-01-01,227.0,100.0
259,1,259,2024-01-01,204.0,104.0
260,1,260,2024-01-01,272.0,139.0
261,1,261,2024-01-01,101.0,58.0
262,1,262,2024-01-01,169.0,62.0
263,1,263,2024-01-01,380.0,233.0
264,1,264,2024-01-01,293.0,200.0
265,1,265,2024-01-01,91.0,37.0
266,1,266,2024-01-01,117.0,82.0
267,1,267,2024-01-01,176.0,116.0
268,1,268,2024-01-01,45.0,29.0
269,1,269,2024-01-01,81.0,36.0
270,1,270,2024-01-01,149.0,93.0
271,1,271,2024-01-01,431.0,199.0
272,1,272,2024-01-01,51.0,28.0
273,1,273,2024-01-01,163.0,79.0
274,1,274,2024-01-01,59.0,22.0
275,1,275,2024-01-01,3.0,51.0
276,1,276,2024-01-01,147.0,106.0
277,1,277,2024-01-01,261.0,146.0
278,1,278,2024-01-01,108.0,42.0
279,1,279,2024-01-01,163.0,118.0
280,1,280,2024-01-01,107.0,54.0
281,1,281,2024-01-01,1.0,117.0
282,1,282,2024-01-01,263.0,151.0
283,1,283,2024-01-01,119.0,51.0
284,1,284,2024-01-01,186.0,131.0
285,1,285,2024-01-01,103.0,51.0
286,1,286,2024-01-01,19.0,31.0
287,1,287,2024-01-01,8.0,58.0
288,1,288,2024-01-01,134.0,97.0
289,1,289,2024-01-01,16.0,48.0
290,1,290,2024-01-01,198.0,147.0
291,1,291,2024-01-01,407.0,280.0
292,1,292,2024-01-01,98.0,44.0
293,1,293,2024-01-01,2.0,68.0
294,1,294,2024-01-01,156.0,67.0
295,1,295,2024-01-01,59.0,33.0
296,1,296,2024-01-01,385.0,176.0
297,1,297,2024-01-01,27.0,111.0
298,1,298,2024-01-01,15.0,170.0
299,1,299,2024-01-01,113.0,53.0
300,1,300,2024-01-01,113.0,46.0
301,1,301,2024-01-01,19.0,33.0
302,1,302,2024-01-01,46.0,31.0
303,1,303,2024-01-01,333.0,247.0
304,1,304,2024-01-01,94.0,58.0
305,1,305,2024-01-01,263.0,159.0
306,1,306,2024-01-01,53.0,37.0
307,1,307,2024-01-01,91.0,55.0
308,1,308,2024-01-01,65.0,28.0
309,1,309,2024-01-01,281.0,101.0
310,1,310,2024-01-01,7.0,67.0
311,1,311,2024-01-01,11.0,63.0
312,1,312,2024-01-01,100.0,37.0
313,1,313,2024-01-01,115.0,52.0
314,1,314,2024-01-01,22.0,66.0
315,1,315,2024-01-01,104.0,64.0
316,1,316,2024-01-01,143.0,106.0
317,1,317,2024-01-01,113.0,59.0
318,1,318,2024-01-01,86.0,42.0
319,1,319,2024-01-01,110.0,77.0
320,1,320,2024-01-01,220.0,121.0
321,1,321,2024-01-01,138.0,71.0
322,1,322,2024-01-01,189.0,67.0
323,1,323,2024-01-01,174.0,64.0
324,1,324,2024-01-01,60.0,43.0
325,1,325,2024-01-01,136.0,92.0
326,1,326,2024-01-01,71.0,28.0
327,1,327,2024-01-01,272.0,96.0
328,1,328,2024-01-01,20.0,93.0
329,1,329,2024-01-01,133.0,59.0
330,1,330,2024-01-01,163.0,59.0
331,1,331,2024-01-01,133.0,48.0
332,1,332,2024-01-01,71.0,53.0
333,1,333,2024-01-01,73.0,34.0
334,1,334,2024-01-01,75.0,37.0
335,1,335,2024-01-01,191.0,71.0
336,1,336,2024-01-01,159.0,101.0
337,1,337,2024-01-01,122.0,45.0
338,1,338,2024-01-01,12.0,130.0
339,1,339,2024-01-01,10.0,58.0
340,1,340,2024-01-01,77.0,55.0
341,1,341,2024-01-01,88.0,32.0
342,1,342,2024-01-01,29.0,74.0
343,1,343,2024-01-01,169.0,73.0
344,1,344,2024-01-01,147.0,56.0
345,1,345,2024-01-01,276.0,173.0
346,1,346,2024-01-01,56.0,28.0
347,1,347,2024-01-01,71.0,25.0
348,1,348,2024-01-01,240.0,158.0
349,1,349,2024-01-01,211.0,144.0
350,1,350,2024-01-01,1002.0,702.0
351,1,351,2024-01-01,188.0,138.0
352,1,352,2024-01-01,181.0,95.0
353,1,353,2024-01-01,51.0,32.0
354,1,354,2024-01-01,20.0,44.0
355,1,355,2024-01-01,89.0,59.0
356,1,356,2024-01-01,99.0,68.0
357,1,357,2024-01-01,102.0,50.0
358,1,358,2024-01-01,166.0,68.0
359,1,359,2024-01-01,520.0,273.0
360,1,360,2024-01-01,97.0,42.0
361,1,361,2024-01-01,94.0,61.0
362,1,362,2024-01-01,85.0,44.0
363,1,363,2024-01-01,147.0,55.0
364,1,364,2024-01-01,20.0,146.0
365,1,365,2024-01-01,90.0,38.0
366,1,366,2024-01-01,59.0,27.0
367,1,367,2024-01-01,161.0,93.0
368,1,368,2024-01-01,84.0,36.0
369,1,369,2024-01-01,197.0,147.0
370,1,370,2024-01-01,89.0,32.0
371,1,371,2024-01-01,17.0,112.0
372,1,372,2024-01-01,73.0,29.0
373,1,373,2024-01-01,9.0,172.0
374,1,374,2024-01-01,5.0,84.0
375,1,375,2024-01-01,102.0,67.0
376,1,376,2024-01-01,90.0,36.0
377,1,377,2024-01-01,81.0,31.0
378,1,378,2024-01-01,112.0,47.0
379,1,379,2024-01-01,1.0,42.0
380,1,380,2024-01-01,120.0,86.0
381,1,381,2024-01-01,243.0,132.0
382,1,382,2024-01-01,125.0,52.0
383,1,383,2024-01-01,59.0,37.0
384,1,384,2024-01-01,8.0,148.0
385,1,385,2024-01-01,93.0,49.0
386,1,386,2024-01-01,58.0,28.0
387,1,387,2024-01-01,72.0,37.0
388,1,388,2024-01-01,110.0,75.0
389,1,389,2024-01-01,135.0,77.0
390,1,390,2024-01-01,146.0,70.0
391,1,391,2024-01-01,308.0,176.0
392,1,392,2024-01-01,121.0,60.0
393,1,393,2024-01-01,129.0,69.0
394,1,394,2024-01-01,192.0,80.0
395,1,395,2024-01-01,134.0,68.0
396,1,396,2024-01-01,106.0,37.0
397,1,397,2024-01-01,128.0,65.0
398,1,398,2024-01-01,,44.0
399,1,399,2024-01-01,187.0,70.0
400,1,400,2024-01-01,99.0,46.0
401,1,401,2024-01-01,176.0,79.0
402,1,402,2024-01-01,118.0,56.0
403,1,403,2024-01-01,93.0,35.0
404,1,404,2024-01-01,201.0,72.0
405,1,405,2024-01-01,207.0,127.0
406,1,406,2024-01-01,12.0,54.0
407,1,407,2024-01-01,399.0,190.0
408,1,408,2024-01-01,341.0,180.0
409,1,409,2024-01-01,12.0,87.0
410,1,410,2024-01-01,195.0,118.0
411,1,411,2024-01-01,154.0,73.0
412,1,412,2024-01-01,9.0,60.0
413,1,413,2024-01-01,165.0,66.0
414,1,414,2024-01-01,249.0,141.0
415,1,415,2024-01-01,311.0,109.0
416,1,416,2024-01-01,117.0,68.0
417,1,417,2024-01-01,240.0,156.0
418,1,418,2024-01-01,147.0,66.0
419,1,419,2024-01-01,118.0,79.0
420,1,420,2024-01-01,110.0,52.0
421,1,421,2024-01-01,192.0,115.0
422,1,422,2024-01-01,64.0,22.0
423,1,423,2024-01-01,118.0,48.0
424,1,424,2024-01-01,294.0,129.0
425,1,425,2024-01-01,241.0,168.0
426,1,426,2024-01-01,81.0,38.0
427,1,427,2024-01-01,83.0,30.0
428,1,428,2024-01-01,21.0,30.0
429,1,429,2024-01-01,185.0,98.0
430,1,430,2024-01-01,74.0,52.0
431,1,431,2024-01-01,14.0,153.0
432,1,432,2024-01-01,146.0,100.0
433,1,433,2024-01-01,111.0,66.0
434,1,434,2024-01-01,11.0,69.0
435,1,435,2024-01-01,71.0,38.0
436,1,436,2024-01-01,139.0,52.0
437,1,437,2024-01-01,252.0,154.0
438,1,438,2024-01-01,218.0,111.0
439,1,439,2024-01-01,2.0,27.0
440,1,440,2024-01-01,141.0,95.0
441,1,441,2024-01-01,117.0,79.0
442,1,442,2024-01-01,207.0,95.0
443,1,443,2024-01-01,57.0,30.0
444,1,444,2024-01-01,327.0,184.0
445,1,445,2024-01-01,151.0,68.0
446,1,446,2024-01-01,406.0,270.0
447,1,447,2024-01-01,182.0,70.0
448,1,448,2024-01-01,140.0,95.0
449,1,449,2024-01-01,5.0,59.0
450,1,450,2024-01-01,160.0,81.0
451,1,451,2024-01-01,185.0,134.0
452,1,452,2024-01-01,158.0,115.0
453,1,453,2024-01-01,229.0,142.0
454,1,454,2024-01-01,11.0,28.0
455,1,455,2024-01-01,55.0,39.0
456,1,456,2024-01-01,147.0,56.0
457,1,457,2024-01-01,112.0,71.0
458,1,458,2024-01-01,78.0,50.0
459,1,459,2024-01-01,73.0,53.0
460,1,460,2024-01-01,195.0,73.0
461,1,461,2024-01-01,142.0,50.0
462,1,462,2024-01-01,190.0,80.0
463,1,463,2024-01-01,67.0,39.0
464,1,464,2024-01-01,115.0,43.0
465,1,465,2024-01-01,79.0,55.0
466,1,466,2024-01-01,117.0,80.0
467,1,467,2024-01-01,80.0,38.0
468,1,468,2024-01-01,192.0,141.0
469,1,469,2024-01-01,103.0,74.0
470,1,470,2024-01-01,224.0,124.0
471,1,471,2024-01-01,231.0,86.0
472,1,472,2024-01-01,598.0,249.0
473,1,473,2024-01-01,97.0,60.0
474,1,474,2024-01-01,106.0,75.0
475,1,475,2024-01-01,6.0,29.0
476,1,476,2024-01-01,121.0,69.0
477,1,477,2024-01-01,314.0,122.0
478,1,478,2024-01-01,67.0,47.0
479,1,479,2024-01-01,162.0,61.0
480,1,480,2024-01-01,40.0,27.0
481,1,481,2024-01-01,81.0,50.0
482,1,482,2024-01-01,151.0,101.0
483,1,483,2024-01-01,122.0,66.0
484,1,484,2024-01-01,155.0,95.0
485,1,485,2024-01-01,325.0,135.0
486,1,486,2024-01-01,55.0,29.0
487,1,487,2024-01-01,121.0,46.0
488,1,488,2024-01-01,165.0,114.0
489,1,489,2024-01-01,140.0,104.0
490,1,490,2024-01-01,20.0,51.0
491,1,491,2024-01-01,65.0,47.0
492,1,492,2024-01-01,343.0,156.0
493,1,493,2024-01-01,268.0,148.0
494,1,494,2024-01-01,155.0,59.0
495,1,495,2024-01-01,298.0,206.0
496,1,496,2024-01-01,104.0,73.0
497,1,497,2024-01-01,25.0,20.0
498,1,498,2024-01-01,88.0,35.0
499,1,499,2024-01-01,125.0,57.0
500,1,500,2024-01-01,111.0,66.0
501,2,1,2024-01-01,288.0,174.0
502,2,2,2024-01-01,3.0,115.0
503,2,3,2024-01-01,171.0,113.0
504,2,4,2024-01-01,165.0,89.0
505,2,5,2024-01-01,166.0,84.0
506,2,6,2024-01-01,152.0,97.0
507,2,7,2024-01-01,26.0,87.0
508,2,8,2024-01-01,124.0,57.0
509,2,9,2024-01-01,206.0,89.0
510,2,10,2024-01-01,173.0,71.0
511,2,11,2024-01-01,472.0,305.0
512,2,12,2024-01-01,165.0,85.0
513,2,13,2024-01-01,127.0,83.0
514,2,14,2024-01-01,108.0,38.0
515,2,15,2024-01-01,176.0,63.0
516,2,16,2024-01-01,60.0,24.0
517,2,17,2024-01-01,75.0,27.0
518,2,18,2024-01-01,246.0,171.0
519,2,19,2024-01-01,81.0,32.0
520,2,20,2024-01-01,124.0,49.0
521,2,21,2024-01-01,209.0,106.0
522,2,22,2024-01-01,94.0,65.0
523,2,23,2024-01-01,165.0,111.0
524,2,24,2024-01-01,71.0,46.0
525,2,25,2024-01-01,10.0,109.0
526,2,26,2024-01-01,533.0,339.0
527,2,27,2024-01-01,90.0,62.0
528,2,28,2024-01-01,152.0,61.0
529,2,29,2024-01-01,10.0,22.0
530,2,30,2024-01-01,22.0,20.0
531,2,31,2024-01-01,61.0,34.0
532,2,32,2024-01-01,654.0,372.0
533,2,33,2024-01-01,167.0,78.0
534,2,34,2024-01-01,115.0,66.0
535,2,35,2024-01-01,163.0,89.0
536,2,36,2024-01-01,60.0,25.0
537,2,37,2024-01-01,151.0,84.0
538,2,38,2024-01-01,118.0,86.0
539,2,39,2024-01-01,197.0,87.0
540,2,40,2024-01-01,225.0,137.0
541,2,41,2024-01-01,53.0,29.0
542,2,42,2024-01-01,255.0,93.0
543,2,43,2024-01-01,100.0,48.0
544,2,44,2024-01-01,200.0,131.0
545,2,45,2024-01-01,174.0,113.0
546,2,46,2024-01-01,158.0,93.0
547,2,47,2024-01-01,153.0,85.0
548,2,48,2024-01-01,15.0,42.0
549,2,49,2024-01-01,253.0,122.0
550,2,50,2024-01-01,141.0,70.0
551,2,51,2024-01-01,99.0,39.0
552,2,52,2024-01-01,197.0,77.0
553,2,53,2024-01-01,68.0,42.0
554,2,54,2024-01-01,13.0,74.0
555,2,55,2024-01-01,316.0,211.0
556,2,56,2024-01-01,834.0,494.0
557,2,57,2024-01-01,211.0,93.0
558,2,58,2024-01-01,208.0,114.0
559,2,59,2024-01-01,160.0,73.0
560,2,60,2024-01-01,0.0,152.0
561,2,61,2024-01-01,66.0,35.0
562,2,62,2024-01-01,243.0,160.0
563,2,63,2024-01-01,143.0,83.0
564,2,64,2024-01-01,106.0,41.0
565,2,65,2024-01-01,235.0,84.0
566,2,66,2024-01-01,228.0,152.0
567,2,67,2024-01-01,137.0,85.0
568,2,68,2024-01-01,192.0,127.0
569,2,69,2024-01-01,126.0,67.0
570,2,70,2024-01-01,122.0,78.0
571,2,71,2024-01-01,160.0,63.0
572,2,72,2024-01-01,9.0,20.0
573,2,73,2024-01-01,320.0,191.0
574,2,74,2024-01-01,124.0,72.0
575,2,75,2024-01-01,195.0,120.0
576,2,76,2024-01-01,226.0,166.0
577,2,77,2024-01-01,178.0,67.0
578,2,78,2024-01-01,161.0,115.0
579,2,79,2024-01-01,203.0,82.0
580,2,80,2024-01-01,72.0,43.0
581,2,81,2024-01-01,143.0,97.0
582,2,82,2024-01-01,34.0,22.0
583,2,83,2024-01-01,84.0,41.0
584,2,84,2024-01-01,85.0,32.0
585,2,85,2024-01-01,505.0,377.0
586,2,86,2024-01-01,113.0,49.0
587,2,87,2024-01-01,15.0,175.0
588,2,88,2024-01-01,151.0,92.0
589,2,89,2024-01-01,82.0,56.0
590,2,90,2024-01-01,78.0,31.0
591,2,91,2024-01-01,277.0,112.0
592,2,92,2024-01-01,126.0,54.0
593,2,93,2024-01-01,144.0,52.0
594,2,94,2024-01-01,76.0,43.0
595,2,95,2024-01-01,0.0,61.0
596,2,96,2024-01-01,150.0,107.0
597,2,97,2024-01-01,196.0,134.0
598,2,98,2024-01-01,88.0,47.0
599,2,99,2024-01-01,164.0,83.0
600,2,100,2024-01-01,106.0,65.0
601,2,101,2024-01-01,112.0,69.0
602,2,102,2024-01-01,126.0,46.0
603,2,103,2024-01-01,4.0,139.0
604,2,104,2024-01-01,8.0,130.0
605,2,105,2024-01-01,57.0,26.0
606,2,106,2024-01-01,314.0,178.0
607,2,107,2024-01-01,9.0,58.0
608,2,108,2024-01-01,79.0,35.0
609,2,109,2024-01-01,7.0,51.0
610,2,110,2024-01-01,111.0,54.0
611,2,111,2024-01-01,137.0,88.0
612,2,112,2024-01-01,175.0,80.0
613,2,113,2024-01-01,84.0,51.0
614,2,114,2024-01-01,168.0,73.0
615,2,115,2024-01-01,74.0,31.0
616,2,116,2024-01-01,107.0,38.0
617,2,117,2024-01-01,102.0,49.0
618,2,118,2024-01-01,172.0,101.0
619,2,119,2024-01-01,78.0,54.0
620,2,120,2024-01-01,29.0,69.0
621,2,121,2024-01-01,0.0,189.0
622,2,122,2024-01-01,27.0,35.0
623,2,123,2024-01-01,13.0,109.0
624,2,124,2024-01-01,198.0,132.0
625,2,125,2024-01-01,144.0,91.0
626,2,126,2024-01-01,114.0,55.0
627,2,127,2024-01-01,85.0,60.0
628,2,128,2024-01-01,282.0,130.0
629,2,129,2024-01-01,190.0,66.0
630,2,130,2024-01-01,5.0,58.0
631,2,131,2024-01-01,71.0,40.0
632,2,132,2024-01-01,125.0,85.0
633,2,133,2024-01-01,9.0,52.0
634,2,134,2024-01-01,108.0,64.0
635,2,135,2024-01-01,76.0,55.0
636,2,136,2024-01-01,161.0,80.0
637,2,137,2024-01-01,288.0,152.0
638,2,138,2024-01-01,10.0,111.0
639,2,139,2024-01-01,12.0,57.0
640,2,140,2024-01-01,149.0,105.0
641,2,141,2024-01-01,98.0,48.0
642,2,142,2024-01-01,76.0,28.0
643,2,143,2024-01-01,169.0,98.0
644,2,144,2024-01-01,155.0,98.0
645,2,145,2024-01-01,252.0,170.0
646,2,146,2024-01-01,168.0,100.0
647,2,147,2024-01-01,88.0,63.0
648,2,148,2024-01-01,115.0,48.0
649,2,149,2024-01-01,270.0,116.0
650,2,150,2024-01-01,4.0,35.0
651,2,151,2024-01-01,146.0,55.0
652,2,152,2024-01-01,146.0,83.0
653,2,153,2024-01-01,26.0,203.0
654,2,154,2024-01-01,29.0,
655,2,155,2024-01-01,81.0,53.0
656,2,156,2024-01-01,35.0,20.0
657,2,157,2024-01-01,22.0,64.0
658,2,158,2024-01-01,92.0,64.0
659,2,159,2024-01-01,6.0,204.0
660,2,160,2024-01-01,181.0,88.0
661,2,161,2024-01-01,53.0,34.0
662,2,162,2024-01-01,106.0,49.0
663,2,163,2024-01-01,96.0,68.0
