customer_id,customer_name,region
330,Customer 00330,Southeast
331,Customer 00331,Southwest
332,Customer 00332,Southeast
333,Customer 00333,Southwest
334,Customer 00334,West
335,Customer 00335,Northeast
336,Customer 00336,Southwest
337,Customer 00337,Northeast
338,Customer 00338,Southwest
339,Customer 00339,Northeast
340,Customer 00340,West
341,Customer 00341,Northeast
342,Customer 00342,West
343,Customer 00343,West
344,Customer 00344,Midwest
345,Customer 00345,West
346,Customer 00346,West
347,Customer 00347,West
348,Customer 00348,Southeast
349,Customer 00349,Midwest
350,Customer 00350,Northeast
351,Customer 00351,Southwest
352,Customer 00352,Northeast
353,Customer 00353,Midwest
354,Customer 00354,Midwest
355,Customer 00355,Midwest
356,Customer 00356,Midwest
357,Customer 00357,Southwest
358,Customer 00358,West
359,Customer 00359,Midwest
360,Customer 00360,Midwest
361,Customer 00361,West
362,Customer 00362,Northeast
363,Customer 00363,Northeast
364,Customer 00364,Northeast
365,Customer 00365,Southwest
366,Customer 00366,Midwest
367,Customer 00367,Southwest
368,Customer 00368,Southwest
369,Customer 00369,Southeast
370,Customer 00370,West
371,Customer 00371,Southwest
372,Customer 00372,Southeast
373,Customer 00373,Southeast
374,Customer 00374,Southeast
375,Customer 00375,Northeast
376,Customer 00376,Northeast
377,Customer 00377,West
378,Customer 00378,Midwest
379,Customer 00379,Southeast
380,Customer 00380,Southwest
381,Customer 00381,Midwest
382,Customer 00382,West
383,Customer 00383,West
384,Customer 00384,Midwest
385,Customer 00385,Southeast
386,Customer 00386,West
387,Customer 00387,Southwest
388,Customer 00388,West
389,Customer 00389,Northeast
390,Customer 00390,West
391,Customer 00391,Southwest
392,Customer 00392,Northeast
393,Customer 00393,Midwest
394,Customer 00394,Southwest
395,Customer 00395,Northeast
396,Customer 00396,Midwest
397,Customer 00397,West
398,Customer 00398,Southeast
399,Customer 00399,Midwest
400,Customer 00400,Midwest
401,Customer 00401,Southeast
402,Customer 00402,West
403,Customer 00403,West
404,Customer 00404,Northeast
405,Customer 00405,West
406,Customer 00406,West
407,Customer 00407,Southeast
408,Customer 00408,West
409,Customer 00409,Northeast
410,Customer 00410,West
411,Customer 00411,Southwest
412,Customer 00412,Southwest
413,Customer 00413,Northeast
414,Customer 00414,West
415,Customer 00415,Northeast
416,Customer 00416,Southeast
417,Customer 00417,Northeast
418,Customer 00418,Southwest
419,Customer 00419,Southeast
420,Customer 00420,West
421,Customer 00421,Southwest
422,Customer 00422,Northeast
423,Customer 00423,Northeast
424,Customer 00424,Northeast
425,Customer 00425,Southwest
426,Customer 00426,West
427,Customer 00427,Southeast
428,Customer 00428,West
429,Customer 00429,Northeast
430,Customer 00430,West
431,Customer 00431,West
432,Customer 00432,Southwest
433,Customer 00433,Southwest
434,Customer 00434,West
435,Customer 00435,Northeast
436,Customer 00436,Southeast
437,Customer 00437,Northeast
438,Customer 00438,Midwest
439,Customer 00439,Southwest
440,Customer 00440,Southwest
441,Customer 00441,West
442,Customer 00442,Northeast
443,Customer 00443,Southwest
444,Customer 00444,Southeast
445,Customer 00445,Southeast
446,Customer 00446,Southwest
447,Customer 00447,West
448,Customer 00448,Southwest
449,Customer 00449,Northeast
450,Customer 00450,Southwest
451,Customer 00451,Northeast
452,Customer 00452,West
453,Customer 00453,Southwest
454,Customer 00454,Northeast
455,Customer 00455,Northeast
456,Customer 00456,Southeast
457,Customer 00457,West
458,Customer 00458,Midwest
459,Customer 00459,West
460,Customer 00460,Southwest
461,Customer 00461,Midwest
462,Customer 00462,Northeast
463,Customer 00463,West
464,Customer 00464,Southeast
465,Customer 00465,Midwest
466,Customer 00466,Southwest
467,Customer 00467,Southwest
468,Customer 00468,West
469,Customer 00469,Northeast
470,Customer 00470,Midwest
471,Customer 00471,Midwest
472,Customer 00472,Midwest
473,Customer 00473,Northeast
474,Customer 00474,Northeast
475,Customer 00475,Southeast
476,Customer 00476,Southeast
477,Customer 00477,Midwest
478,Customer 00478,Southwest
479,Customer 00479,Southwest
480,Customer 00480,Midwest
481,Customer 00481,Midwest
482,Customer 00482,Southeast
483,Customer 00483,Midwest
484,Customer 00484,Southeast
485,Customer 00485,Northeast
486,Customer 00486,Midwest
487,Customer 00487,Midwest
488,Customer 00488,Southeast
489,Customer 00489,Midwest
490,Customer 00490,Midwest
491,Customer 00491,Southwest
492,Customer 00492,Southwest
493,Customer 00493,Southwest
494,Customer 00494,Southeast
495,Customer 00495,West
496,Customer 00496,Midwest
497,Customer 00497,Midwest
498,Customer 00498,Southwest
499,Customer 00499,Southeast
500,Customer 00500,Midwest
501,Customer 00501,Southwest
502,Customer 00502,West
503,Customer 00503,West
504,Customer 00504,Midwest
505,Customer 00505,Midwest
506,Customer 00506,West
507,Customer 00507,Southeast
508,Customer 00508,West
509,Customer 00509,Midwest
510,Customer 00510,Northeast
511,Customer 00511,Northeast
512,Customer 00512,West
513,Customer 00513,Northeast
514,Customer 00514,Southeast
515,Customer 00515,Southeast
516,Customer 00516,Northeast
517,Customer 00517,Southeast
518,Customer 00518,Southwest
519,Customer 00519,Northeast
520,Customer 00520,West
521,Customer 00521,West
522,Customer 00522,Southeast
523,Customer 00523,Northeast
524,Customer 00524,Southwest
525,Customer 00525,Northeast
526,Customer 00526,Southeast
527,Customer 00527,West
528,Customer 00528,West
529,Customer 00529,Southwest
530,Customer 00530,Southeast
531,Customer 00531,Southwest
532,Customer 00532,Southwest
533,Customer 00533,Southeast
534,Customer 00534,Southwest
535,Customer 00535,Northeast
536,Customer 00536,Southeast
537,Customer 00537,Midwest
538,Customer 00538,Northeast
539,Customer 00539,Northeast
540,Customer 00540,West
541,Customer 00541,West
542,Customer 00542,Midwest
543,Customer 00543,West
544,Customer 00544,West
545,Customer 00545,Northeast
546,Customer 00546,Midwest
547,Customer 00547,Southeast
548,Customer 00548,Northeast
549,Customer 00549,Southwest
550,Customer 00550,Midwest
551,Customer 00551,Midwest
552,Customer 00552,Northeast
553,Customer 00553,Southeast
554,Customer 00554,West
555,Customer 00555,Northeast
556,Customer 00556,Southeast
557,Customer 00557,Southeast
558,Customer 00558,Midwest
559,Customer 00559,Midwest
560,Customer 00560,Midwest
561,Customer 00561,Northeast
562,Customer 00562,Southeast
563,Customer 00563,West
564,Customer 00564,Southwest
565,Customer 00565,Southwest
566,Customer 00566,Southwest
567,Customer 00567,Southwest
568,Customer 00568,Northeast
569,Customer 00569,Southeast
570,Customer 00570,Midwest
571,Customer 00571,Southeast
572,Customer 00572,West
573,Customer 00573,Midwest
574,Customer 00574,Southwest
575,Customer 00575,West
576,Customer 00576,Midwest
577,Customer 00577,West
578,Customer 00578,Midwest
579,Customer 00579,West
580,Customer 00580,Southeast
581,Customer 00581,Midwest
582,Customer 00582,Midwest
583,Customer 00583,Northeast
584,Customer 00584,Southeast
585,Customer 00585,West
586,Customer 00586,Southwest
587,Customer 00587,Northeast
588,Customer 00588,Southeast
589,Customer 00589,Southeast
590,Customer 00590,Northeast
591,Customer 00591,West
592,Customer 00592,Midwest
593,Customer 00593,Southeast
594,Customer 00594,Midwest
595,Customer 00595,Northeast
596,Customer 00596,Southeast
597,Customer 00597,Southwest
598,Customer 00598,Southwest
599,Customer 00599,West
600,Customer 00600,Southwest
601,Customer 00601,Midwest
602,Customer 00602,Southwest
603,Customer 00603,West
604,Customer 00604,Southwest
605,Customer 00605,West
606,Customer 00606,West
607,Customer 00607,West
608,Customer 00608,Northeast
609,Customer 00609,Southwest
610,Customer 00610,Midwest
611,Customer 00611,Midwest
612,Customer 00612,Southwest
613,Customer 00613,West
614,Customer 00614,West
615,Customer 00615,Southeast
616,Customer 00616,Southwest
617,Customer 00617,Southwest
618,Customer 00618,Southeast
619,Customer 00619,Northeast
620,Customer 00620,Northeast
621,Customer 00621,Southwest
622,Customer 00622,Midwest
623,Customer 00623,West
624,Customer 00624,Midwest
625,Customer 00625,West
626,Customer 00626,Midwest
627,Customer 00627,West
628,Customer 00628,Northeast
629,Customer 00629,Midwest
630,Customer 00630,West
631,Customer 00631,West
632,Customer 00632,West
633,Customer 00633,Northeast
634,Customer 00634,Southeast
635,Customer 00635,Northeast
636,Customer 00636,Northeast
637,Customer 00637,Southwest
638,Customer 00638,Southwest
639,Customer 00639,Southwest
640,Customer 00640,West
641,Customer 00641,Southwest
642,Customer 00642,West
643,Customer 00643,Northeast
644,Customer 00644,Southeast
645,Customer 00645,Southwest
646,Customer 00646,West
647,Customer 00647,Northeast
648,Customer 00648,Midwest
649,Customer 00649,Southwest
650,Customer 00650,Northeast
651,Customer 00651,Midwest
652,Customer 00652,West
653,Customer 00653,Southwest
654,Customer 00654,Southeast
655,Customer 00655,West
656,Customer 00656,Southeast
657,Customer 00657,West
658,Customer 00658,Southeast
659,Customer 00659,Midwest
660,Customer 00660,Southeast
661,Customer 00661,Southeast
662,Customer 00662,West
663,Customer 00663,Southeast
664,Customer 00664,Northeast
665,Customer 00665,Southeast
666,Customer 00666,Southwest
667,Customer 00667,West
668,Customer 00668,West
669,Customer 00669,Southeast
670,Customer 00670,Midwest
671,Customer 00671,Northeast
672,Customer 00672,Midwest
673,Customer 00673,West
674,Customer 00674,Southwest
675,Customer 00675,Midwest
676,Customer 00676,Southeast
677,Customer 00677,West
678,Customer 00678,Midwest
679,Customer 00679,Northeast
680,Customer 00680,Southeast
681,Customer 00681,Northeast
682,Customer 00682,Southeast
683,Customer 00683,Northeast
684,Customer 00684,Midwest
685,Customer 00685,Southwest
686,Customer 00686,Southeast
687,Customer 00687,Midwest
688,Customer 00688,West
689,Customer 00689,Southwest
690,Customer 00690,Midwest
691,Customer 00691,Southeast
692,Customer 00692,West
693,Customer 00693,Southeast
694,Customer 00694,Southeast
695,Customer 00695,West
696,Customer 00696,Midwest
697,Customer 00697,Southwest
698,Customer 00698,Midwest
699,Customer 00699,Southwest
700,Customer 00700,Southeast
701,Customer 00701,Southeast
702,Customer 00702,Southeast
703,Customer 00703,Northeast
704,Customer 00704,West
705,Customer 00705,Southeast
706,Customer 00706,Midwest
707,Customer 00707,West
708,Customer 00708,West
709,Customer 00709,Midwest
710,Customer 00710,Midwest
711,Customer 00711,West
712,Customer 00712,Southwest
713,Customer 00713,West
714,Customer 00714,West
715,Customer 00715,West
716,Customer 00716,Southeast
717,Customer 00717,Midwest
718,Customer 00718,Northeast
719,Customer 00719,Southwest
720,Customer 00720,West
721,Customer 00721,Midwest
722,Customer 00722,Midwest
723,Customer 00723,Northeast
724,Customer 00724,West
725,Customer 00725,Northeast
726,Customer 00726,Northeast
727,Customer 00727,Southeast
728,Customer 00728,Northeast
729,Customer 00729,Midwest
730,Customer 00730,Midwest
731,Customer 00731,Southeast
732,Customer 00732,Northeast
733,Customer 00733,Northeast
734,Customer 00734,Southeast
735,Customer 00735,Northeast
736,Customer 00736,Southwest
737,Customer 00737,Southeast
738,Customer 00738,Southeast
739,Customer 00739,Southeast
740,Customer 00740,Midwest
741,Customer 00741,Northeast
742,Customer 00742,Northeast
743,Customer 00743,West
744,Customer 00744,Northeast
745,Customer 00745,Midwest
746,Customer 00746,Midwest
747,Customer 00747,Southeast
748,Customer 00748,Midwest
749,Customer 00749,West
750,Customer 00750,West
751,Customer 00751,Southeast
752,Customer 00752,Southeast
753,Customer 00753,Southeast
754,Customer 00754,Midwest
755,Customer 00755,Southwest
756,Customer 00756,Southeast
757,Customer 00757,Southeast
758,Customer 00758,West
759,Customer 00759,Northeast
760,Customer 00760,Midwest
761,Customer 00761,Southwest
762,Customer 00762,Northeast
763,Customer 00763,Northeast
764,Customer 00764,Northeast
765,Customer 00765,West
766,Customer 00766,Northeast
767,Customer 00767,Southeast
768,Customer 00768,Northeast
769,Customer 00769,Northeast
770,Customer 00770,Southwest
771,Customer 00771,Southeast
772,Customer 00772,Midwest
773,Customer 00773,Midwest
774,Customer 00774,West
775,Customer 00775,Northeast
776,Customer 00776,West
777,Customer 00777,Southwest
778,Customer 00778,Northeast
779,Customer 00779,Southwest
780,Customer 00780,West
781,Customer 00781,Southeast
782,Customer 00782,West
783,Customer 00783,Midwest
784,Customer 00784,Southwest
785,Customer 00785,West
786,Customer 00786,Southeast
787,Customer 00787,West
788,Customer 00788,Southeast
789,Customer 00789,West
790,Customer 00790,Southwest
791,Customer 00791,Southeast
792,Customer 00792,Midwest
793,Customer 00793,Southeast
794,Customer 00794,Northeast
795,Customer 00795,Northeast
796,Customer 00796,Southeast
797,Customer 00797,Northeast
798,Customer 00798,Northeast
799,Customer 00799,Southwest
800,Customer 00800,Southwest
801,Customer 00801,Southwest
802,Customer 00802,Southeast
803,Customer 00803,West
804,Customer 00804,Midwest
805,Customer 00805,Northeast
806,Customer 00806,Northeast
807,Customer 00807,Southwest
808,Customer 00808,Northeast
809,Customer 00809,Midwest
810,Customer 00810,West
811,Customer 00811,Northeast
812,Customer 00812,Northeast
813,Customer 00813,West
814,Customer 00814,Midwest
815,Customer 00815,Northeast
816,Customer 00816,West
817,Customer 00817,West
818,Customer 00818,Midwest
819,Customer 00819,Southwest
820,Customer 00820,Southeast
821,Customer 00821,Northeast
822,Customer 00822,Midwest
823,Customer 00823,Southeast
824,Customer 00824,Southwest
825,Customer 00825,West
826,Customer 00826,Northeast
827,Customer 00827,Midwest
828,Customer 00828,Southeast
829,Customer 00829,West
830,Customer 00830,Southeast
831,Customer 00831,Southwest
832,Customer 00832,Midwest
833,Customer 00833,Southeast
834,Customer 00834,Southwest
835,Customer 00835,Southwest
836,Customer 00836,Midwest
837,Customer 00837,Southwest
838,Customer 00838,West
839,Customer 00839,Midwest
840,Customer 00840,Midwest
841,Customer 00841,Northeast
842,Customer 00842,West
843,Customer 00843,Midwest
844,Customer 00844,Midwest
845,Customer 00845,Northeast
846,Customer 00846,West
847,Customer 00847,Southeast
848,Customer 00848,Southwest
849,Customer 00849,Northeast
850,Customer 00850,West
851,Customer 00851,Northeast
852,Customer 00852,Southeast
853,Customer 00853,West
854,Customer 00854,West
855,Customer 00855,Southeast
856,Customer 00856,Midwest
857,Customer 00857,Southwest
858,Customer 00858,West
859,Customer 00859,Southeast
860,Customer 00860,Midwest
861,Customer 00861,Southwest
862,Customer 00862,Southwest
863,Customer 00863,West
864,Customer 00864,Midwest
865,Customer 00865,Northeast
866,Customer 00866,West
867,Customer 00867,West
868,Customer 00868,West
869,Customer 00869,Northeast
870,Customer 00870,Southeast
871,Customer 00871,Southwest
872,Customer 00872,Northeast
873,Customer 00873,West
874,Customer 00874,Southeast
875,Customer 00875,Southwest
876,Customer 00876,West
877,Customer 00877,Southeast
878,Customer 00878,Southeast
879,Customer 00879,Southwest
880,Customer 00880,Midwest
881,Customer 00881,Midwest
882,Customer 00882,Southwest
883,Customer 00883,West
884,Customer 00884,Midwest
885,Customer 00885,Southeast
886,Customer 00886,Southeast
887,Customer 00887,Southeast
888,Customer 00888,Northeast
889,Customer 00889,Northeast
890,Customer 00890,Southwest
891,Customer 00891,Southeast
892,Customer 00892,West
893,Customer 00893,Southeast
894,Customer 00894,Northeast
895,Customer 00895,Southwest
896,Customer 00896,West
897,Customer 00897,Southeast
898,Customer 00898,Southeast
899,Customer 00899,Southeast
900,Customer 00900,Midwest
901,Customer 00901,Midwest
902,Customer 00902,Southeast
903,Customer 00903,Northeast
904,Customer 00904,Midwest
905,Customer 00905,West
906,Customer 00906,Southwest
907,Customer 00907,Midwest
908,Customer 00908,Northeast
909,Customer 00909,Southeast
910,Customer 00910,Southeast
911,Customer 00911,Southwest
912,Customer 00912,West
913,Customer 00913,West
914,Customer 00914,West
915,Customer 00915,West
916,Customer 00916,West
917,Customer 00917,Northeast
918,Customer 00918,Northeast
919,Customer 00919,Southeast
920,Customer 00920,Midwest
921,Customer 00921,Northeast
922,Customer 00922,West
923,Customer 00923,Southwest
924,Customer 00924,Midwest
925,Customer 00925,Northeast
926,Customer 00926,Southeast
927,Customer 00927,Northeast
928,Customer 00928,West
929,Customer 00929,Midwest
930,Customer 00930,Southwest
931,Customer 00931,Southeast
932,Customer 00932,Southeast
933,Customer 00933,Midwest
934,Customer 00934,Southwest
935,Customer 00935,Southwest
936,Customer 00936,Southeast
937,Customer 00937,West
938,Customer 00938,Northeast
939,Customer 00939,West
940,Customer 00940,Northeast
941,Customer 00941,Southeast
942,Customer 00942,West
943,Customer 00943,Northeast
944,Customer 00944,Midwest
945,Customer 00945,Midwest
946,Customer 00946,Southeast
947,Customer 00947,Southwest
948,Customer 00948,West
949,Customer 00949,West
950,Customer 00950,Southeast
951,Customer 00951,Midwest
952,Customer 00952,Southeast
953,Customer 00953,Southeast
954,Customer 00954,Northeast
955,Customer 00955,West
956,Customer 00956,West
957,Customer 00957,Southwest
958,Customer 00958,Midwest
959,Customer 00959,Midwest
960,Customer 00960,Midwest
961,Customer 00961,Midwest
962,Customer 00962,Midwest
963,Customer 00963,Northeast
964,Customer 00964,Northeast
965,Customer 00965,West
966,Customer 00966,Midwest
967,Customer 00967,West
968,Customer 00968,Northeast
969,Customer 00969,Midwest
970,Customer 00970,Southeast
971,Customer 00971,Southeast
972,Customer 00972,Northeast
973,Customer 00973,Northeast
974,Customer 00974,West
975,Customer 00975,Southeast
976,Customer 00976,Southwest
977,Customer 00977,Midwest
978,Customer 00978,Midwest
979,Customer 00979,Midwest
980,Customer 00980,Southeast
981,Customer 00981,West
982,Customer 00982,West
983,Customer 00983,Southwest
984,Customer 00984,Midwest
985,Customer 00985,Northeast
986,Customer 00986,West
987,Customer 00987,Southeast
988,Customer 00988,Northeast
989,Customer 00989,Southeast
990,Customer 00990,West
991,Customer 00991,Southwest
992,Customer 00992,Southwest
993,Customer 00993,West
994,Customer 00994,Southeast
995,Customer 00995,West
996,Customer 00996,Midwest
997,Customer 00997,Southwest
998,Customer 00998,Northeast
999,Customer 00999,West
1000,Customer 01000,Southeast
1001,Customer 01001,Northeast
1002,Customer 01002,Midwest
1003,Customer 01003,Northeast
1004,Customer 01004,Northeast
1005,Customer 01005,Southwest
1006,Customer 01006,Southeast
1007,Customer 01007,West
1008,Customer 01008,Southeast
1009,Customer 01009,Southwest
1010,Customer 01010,Midwest
1011,Customer 01011,Southwest
1012,Customer 01012,Midwest
1013,Customer 01013,Midwest
1014,Customer 01014,West
1015,Customer 01015,Southeast
1016,Customer 01016,Northeast
1017,Customer 01017,Southwest
1018,Customer 01018,West
1019,Customer 01019,Northeast
1020,Customer 01020,Midwest
1021,Customer 01021,West
1022,Customer 01022,Southwest
1023,Customer 01023,West
1024,Customer 01024,Midwest
1025,Customer 01025,Southwest
1026,Customer 01026,Southeast
1027,Customer 01027,West
1028,Customer 01028,Southeast
1029,Customer 01029,Southwest
1030,Customer 01030,Midwest
1031,Customer 01031,Midwest
1032,Customer 01032,Southwest
1033,Customer 01033,Midwest
1034,Customer 01034,West
1035,Customer 01035,Midwest
1036,Customer 01036,Southwest
1037,Customer 01037,Southeast
1038,Customer 01038,Midwest
1039,Customer 01039,Midwest
1040,Customer 01040,Northeast
1041,Customer 01041,Northeast
1042,Customer 01042,Southwest
1043,Customer 01043,Southwest
1044,Customer 01044,Southwest
